Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Torge Thönnessen,https://www.crunchbase.com/person/torge-thnnessen,Individual/Angel,2,,"Itzehoe, Schleswig-Holstein, Germany",,Torge Thönnessen is the Co-founder and CEO at Custom Cells.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/torge-thönnessen-030b14128,1,,
Sebastian Moser,https://www.crunchbase.com/person/sebastian-moser-2,Individual/Angel,2,1,"Bayern, Germany, Europe",Seed,Sebastian Moser is a Co-Founder and Managing Director at Everomes and Sublime Stages and Managing Partner at Prime Properties Group. He was ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/sebmoser,2,,
Felix Heberle,https://www.crunchbase.com/person/felix-heberle,Individual/Angel,2,1,"Berlin, Berlin, Germany",Seed,"Felix is an entrepreneur and networker at heart. Since founding his first two start-ups while studying at university, Felix has worked at le...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/felixheberle,2,,
Bjorn Jopen,https://www.crunchbase.com/person/bjorn-jopen,Individual/Angel,2,1,"Gräfelfing, Bayern, Germany",,"In 2000, Björn started FairControl GmbH, a consulting company in the field of trade fair and event success control, and sold FairControl in ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/bjoernjopen/,2,,
Silvia Erika Sommer,https://www.crunchbase.com/person/silvia-erika-sommer,Individual/Angel,2,,"Germany, Europe",,Silvia Erika Sommer is the Co-Founder and Managing Partner of opexxia. Silvia Erika Sommer attended London School of Economics and Political...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/silvia-erika-sommer/,2,,
Remy Lazarovici,https://www.crunchbase.com/person/remy-lazarovici,Individual/Angel,2,,"Munich, Bayern, Germany",,Remy Lazarovici,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/remy-a-lazarovici/,2,,
Carl-Peter Forster,https://www.crunchbase.com/person/carl-peter-forster,Individual/Angel,2,,"Munich, Bayern, Germany",,"Carl-Peter Edmund Moriz Forster[1] (born 9 May 1954, in London), is a British businessman. Forster was the group Chief Executive of Tata Mot...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,,
Stefan Menden,https://www.crunchbase.com/person/stefan-menden,Individual/Angel,2,,"Berlin, Berlin, Germany",,Entrepreneur & Investor with focus on HR-Tech MD (Interim) Xing (2022) Investor in Start-Ups and Turnaround Cases - Eurocentres (sold to Bay...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.mendenventures.com,https://de.linkedin.com/in/stefanmenden,2,,
Fabian Strüngmann,https://www.crunchbase.com/person/fabian-strüngmann,Individual/Angel,2,,"Munich, Bayern, Germany",,Fabian Strüngmann,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/fabian-str%C3%BCngmann-a7b24647/,1,,
Oliver Mickler,https://www.crunchbase.com/person/oliver-mickler,Individual/Angel,2,,"Berlin, Berlin, Germany",,Oliver Mickler - Co-Founder and MD @ Tillhub,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/olivermickler/,2,,
Johannes Schickling,https://www.crunchbase.com/person/johannes-schickling,Individual/Angel,2,,"Berlin, Berlin, Germany",,Johannes Schickling is a Board Member at Prisma. He attended Karlsruhe Institute of Technology (KIT).,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.schickling.dev,https://www.linkedin.com/in/schickling,2,,
Stefanie Giesinger,https://www.crunchbase.com/person/stefanie-giesinger,Individual/Angel,2,,"Germany, Europe",,Stefanie Giesinger is a German model.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,1,
Sebastian Mertens,https://www.crunchbase.com/person/sebastian-mertens-8c9a,Individual/Angel,2,,"Gießen, Hessen, Germany",,"Sebastian Mertens is the Managing director, Founder, and Chairman of wemakefuture. He previously worked at ASERVMENT as a CEO and Co-Founder...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/auto-mate,2,,
Falk F. Strascheg,https://www.crunchbase.com/person/falk-f-strascheg,Individual/Angel,2,,"Munich, Bayern, Germany",,Falk F. Strascheg is a Member of Advisory Board of eCAPITAL entrepreneurial Partners AG. He is Founding Partner Extorel GmbH in 1997 and als...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,1,
Holger Felgner,https://www.crunchbase.com/person/holger-felgner,Individual/Angel,2,,"Karlsruhe, Baden-Wurttemberg, Germany",,Holger has set his sights on scaling Chrono24 for an international market. His vast experience with growing companies is the perfect foundat...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/holgerfelgner,2,,
Claus Sendlinger,https://www.crunchbase.com/person/claus-sendlinger,Individual/Angel,2,,"Berlin, Berlin, Germany",Seed,Sendlinger began his career in the travel industry in 1987 with the founding of an agency specializing in sport and music events. Only four ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
Philipp Hammerich,https://www.crunchbase.com/person/philipp-hammerich,Individual/Angel,2,,"Hamburg, Hamburg, Germany",,Philipp Hammerich,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/dr-philipp-hammerich-2158a5a9/,1,,
Stephan Kniewasser,https://www.crunchbase.com/person/stephan-kniewasser,Individual/Angel,2,,"Munich, Bayern, Germany",,"Stephan is the type of person who relishes new challenges. In 2017, he was named Chief Financial Officer of the Transporeon Group. He brings...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/stephan-kniewasser-2a858812b/,2,,
Marcus Ruebsam,https://www.crunchbase.com/person/marcus-ruebsam,Individual/Angel,2,,"Mannheim, Baden-Wurttemberg, Germany",,Marcus Ruebsam is the Founder and CEO of CibusCell. He previously worked at Signavio as an Executive Advisor. Marcus Ruebsam attended Kingst...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/marcusruebsam,2,,
Gregoire le Jeune,https://www.crunchbase.com/person/gregoire-le-jeune,Individual/Angel,2,,"Berlin, Berlin, Germany",Early Stage Venture,Gregoire le Jeune is the Interim COO at JellyFi.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.0x5643.xyz/,https://www.linkedin.com/in/gregoireljda,2,,
Benedikt Sauter,https://www.crunchbase.com/person/benedikt-sauter-b740,Individual/Angel,2,,"Augsburg, Bayern, Germany",,Benedikt Sauter,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,,
Christoph Miller,https://www.crunchbase.com/person/christoph-miller,"Individual/Angel, Investment Partner",2,,"Hamburg, Germany, Europe",,Christoph Miller - Founding Partner @ Oyster Bay Venture Capital,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/christoph-miller-91a85b13/,2,,
Josef Ackermann,https://www.crunchbase.com/person/josef-ackermann,Individual/Angel,2,,"Frankfurt, Hessen, Germany",Seed,"Born February 7, 1948. A Swiss national, appointed a Non-executive Director of the Company in May 2008.He started his professional career in...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/pub/josef-ackermann/7/6/9,2,,
Andre Christ,https://www.crunchbase.com/person/andré-christ,Individual/Angel,2,,"Cologne, Nordrhein-Westfalen, Germany",,Andre Christ - CEO @ LeanIX,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/andrechrist,2,,
Patrice Deckert,https://www.crunchbase.com/person/patrice-deckert,Individual/Angel,2,,"Berlin, Berlin, Germany",Seed,Patrice Deckert - Venture Partner @ Heilemann Ventures,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/patricedeckert,2,,
Niklas Hellemann,https://www.crunchbase.com/person/niklas-hellemann,Individual/Angel,2,,"Köln, Nordrhein-Westfalen, Germany",,"Dr. Niklas Hellemann is a certified psychologist, long-term management consultant and Managing Director at SoSafe Cyber ​​Security Awareness...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/nhellemann/,2,,
Constantin Robertz,https://www.crunchbase.com/person/constantin-robertz,Individual/Angel,2,,"Berlin, Germany, Europe",,Constantin is managing director for Zalora in the Philippines. He has been in the Philippines since 2013 and previously worked with Rocket I...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/constantin-robertz-299a288/,2,,
Oliver Heine,https://www.crunchbase.com/person/oliver-heine,Individual/Angel,2,,"Hamburg, Hamburg, Germany",,"Oliver Heine is an Attorney at Law and Partner of the law firm Heine & Partner since 1995. Previously, from 1993 to 1995 Heine was Working a...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,,
Maximilian Hasler,https://www.crunchbase.com/person/maximilian-hasler,Individual/Angel,2,,"Munich, Bayern, Germany","Early Stage Venture, Seed",Maximilian Hasler - COO & Co-Founder @ KONUX,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/maxhasler/,2,,
Christian Grobe,https://www.crunchbase.com/person/axel-jünke,Individual/Angel,2,,"Berlin, Berlin, Germany",,"Christian Grobe is a Berlin-based serial entrepreneur and has just founded his second fintech venture, Billie. From 2008 to 2014, Matthias w...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/christian-grobe-91b72584,2,,
‪Daniel Kondermann‬,https://www.crunchbase.com/person/daniel-kondermann,Individual/Angel,2,,"Heidelberg, Baden-Wurttemberg, Germany",,Daniel Kondermann is the CEO and Founder at Quality Match.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/daniel-kondermann-08109117,2,,
Wieland Sommer,https://www.crunchbase.com/person/wieland-sommer,Individual/Angel,2,,"Munich, Bayern, Germany",,"Founder and CEO of Smart Reporting; Professor of Radiology; Master in Public Health (Harvard, Boston, USA)","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/wieland-sommer-95079876,2,,
Juergen Ringbeck,https://www.crunchbase.com/person/juergen-ringbeck,Individual/Angel,2,,"Düsseldorf, Nordrhein-Westfalen, Germany",,Honorary Professor Dr. Jürgen Ringbeck has been teaching at WHU as an honorary professor since 2014. He has been associated with WHU as a gu...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/j%C3%BCrgen-ringbeck-73b8889,2,,
Ortwin Kartmann,https://www.crunchbase.com/person/ortwin-kartmann,Individual/Angel,2,,"Frankfurt, Hessen, Germany",Seed,"Founder of Sofortüberweisung, Shopgate, Otark","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://ok.vc,https://www.linkedin.com/in/kartmann,2,,
Daniel Schellhoss,https://www.crunchbase.com/person/daniel-schellhoss,Individual/Angel,2,,"Cologne, Nordrhein-Westfalen, Germany",,Daniel Schellhoss,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/danielschellhoss/,2,,
Peter Dietrich,https://www.crunchbase.com/person/peter-dietrich,Individual/Angel,2,,"Berlin, Berlin, Germany",Seed,The lawyer Peter Dietrich worked as a headhunter at Kienbaum and Heidrick & Struggles before he became Sales Director for Enterprise Finance...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/peterdietrich,1,,
Marc Griefahn,https://www.crunchbase.com/person/marc-griefahn,Individual/Angel,2,,"Hamburg, Hamburg, Germany",Seed,"Marc Griefahn is Chairman of Weinmann Emergency, the leading respiratory resuscitation company, with headquarters in Hamburg, Germany. Marc ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/pub/marc-griefahn/5/b06/a87,2,,
Katrin Stark,https://www.crunchbase.com/person/katrin-stark,Individual/Angel,2,,"Frankfurt, Hessen, Germany",,Katrin Stark,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/dr-katrin-stark-093959bb/?locale=en_US&trk=public_post_main-feed-card_reshare-text,1,,
Sebastian Heide-Meyer zu Erpen,https://www.crunchbase.com/person/sebastian-heide-meyer-zu-erpen,Individual/Angel,2,,"Berlin, Berlin, Germany",,Sebastian Heide-Meyer zu Erpen,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/sebastian-heide-meyer-zu-erpen-bab7aa74/?originalSubdomain=de,2,,
Christopher Huesmann,https://www.crunchbase.com/person/christopher-huesmann,Individual/Angel,2,,"Münster, Nordrhein-Westfalen, Germany",,Christopher Huesmann,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/christopher-huesmann-4913746a,2,,
Henrik Schunk,https://www.crunchbase.com/person/henrik-schunk,Individual/Angel,2,,"Lauffen Am Neckar, Baden-Wurttemberg, Germany",,"Henrik Schunk, the CEO of SCHUNK GmbH & Co.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/henrik-schunk-3a0a9098/,2,,
Bernd Geilen,https://www.crunchbase.com/person/bernd-geilen,Individual/Angel,2,1,"Frankfurt, Hessen, Germany",,Bernd Geilen used to work as CEO for ING Germany.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/bernd-geilen-a069a635/?originalSubdomain=de,2,,
Albrecht von Sonntag,https://www.crunchbase.com/person/albrecht-von-sonntag,Individual/Angel,2,,"Belin, Brandenburg, Germany",Seed,Albrecht von Sonntag - Managing Director @ idealo,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/albrecht-von-sonntag-1b99014,1,,
Philip Ginthoer,https://www.crunchbase.com/person/philip-ginthoer,Individual/Angel,2,,"München, Bayern, Germany",,Philip Ginthoer,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/philip-e-ginthoer-33170b8b,2,,
Dr. Cedric Duvinage,https://www.crunchbase.com/person/dr-cedric-duvinage,"Individual/Angel, Investment Partner",2,,"Munich, Bayern, Germany",,Dr. Cedric Duvinage is the Founder @ better ventures. He attended WHU – Otto Beisheim School of Management.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.betterventures.io,https://www.linkedin.com/in/cedricduvinage/,2,,
Frank Carsten Herzog,https://www.crunchbase.com/person/frank-carsten-herzog,"Individual/Angel, Investment Partner",2,,"Lichtenfels, Bayern, Germany",,Frank Carsten Herzog,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/frank-carsten-herzog-607874226/?originalSubdomain=de,2,,
Carsten Lebtig,https://www.crunchbase.com/person/carsten-lebtig,Individual/Angel,2,,"Berlin, Berlin, Germany",,Carsten Lebtig - Founder @ WorkMotion,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/lebtig,2,,
Guido Peters,https://www.crunchbase.com/person/guido-peters,Individual/Angel,2,,"Germany, Europe",Seed,Guido Peters - International Business Development Manager @ Continental,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/gupeters,2,,
Hans Stråberg,https://www.crunchbase.com/person/hans-strberg,Individual/Angel,2,,"Cologne, Nordrhein-Westfalen, Germany",,Hans Straberg was the President & CEO of Electrolux AB from 2002 to 2010. Straberg is also a Bilderberg participant. He was one of the yo...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/hans-g%C3%BCnter-straberg-952624134,1,,
Lenka Ivantysynova,https://www.crunchbase.com/person/lenka-ivantysynova,Individual/Angel,2,1,"Berlin, Berlin, Germany",,"Innovating with AI, one startup at a time.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/lenkaivantysynova/,2,,
Bettina Volkens,https://www.crunchbase.com/person/bettina-volkens,Individual/Angel,2,,"Königstein Im Taunus, Hessen, Germany",,Bettina Volkens,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,1,
Florian Seubert,https://www.crunchbase.com/person/florian-seubert,Individual/Angel,2,,"Munich, Bayern, Germany",,Florian Seubert is the Co-Founder and Venture Partner at Maxburg Capital Partners GmbH. Florian Seubert attended The University of Oxford.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/florian-seubert-0529b11,2,,
Michael Grabner,https://www.crunchbase.com/person/michael-grabner,Individual/Angel,2,,"Cologne, Nordrhein-Westfalen, Germany",,Michael Grabner - Partner & Managing Director @ Michael Grabner Media GmbH,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/michael-grabner-788523ba,2,,
Oliver Löffler,https://www.crunchbase.com/person/oliver-loffler,"Individual/Angel, Investment Partner",2,,"Berlin, Berlin, Germany",,Oliver Löffler is the Founder of BLN Capital and Kolibri Games' CTO and Co-Founder before that. He graduated from the Karlsruhe Institute of...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/oliverloeffler,2,,
Julius Wiesenhuetter,https://www.crunchbase.com/person/julius-wiesenhütter,Individual/Angel,2,,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Julius Wiesenhütter is the CEO & Co-Founder at voilà (getvoila.com) and Angel Investor.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/juliuswiesenhuetter/,2,,
Dirk Freytag,https://www.crunchbase.com/person/dirk-freytag-ae39,Individual/Angel,2,,"Berlin, Berlin, Germany",,Dirk Freytag,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,,
Debjit Chaudhuri,https://www.crunchbase.com/person/debjit-chaudhuri,Individual/Angel,2,,"Frankfurt, Hessen, Germany",Seed,Debjit Chaudhuri - Partner @ ValueWerk,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/debjitdc,1,,
Jens Ohr,https://www.crunchbase.com/person/jens-ohr,Individual/Angel,2,,"Karlsruhe, Baden-Wurttemberg, Germany",,Jens Ohr is the Founder at Bridge Lake Capital,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jens-ohr-a68567190/,2,,
Philipp Schrempp,https://www.crunchbase.com/person/philipp-schrempp,Individual/Angel,2,,"Berlin, Germany, Europe",,Founder & Managing Director at egg.de,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/philipp-schrempp/,2,,
Martin Giese,https://www.crunchbase.com/person/martin-giese,"Individual/Angel, Investment Partner",2,,"Munich, Bayern, Germany",,Martin Giese is the author of Startup Finanzierung. He is also the interim director of business creation at EIT Urban Mobility and the manag...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/martin-giese-6b627812b/,2,,
Michael Zeitlin,https://www.crunchbase.com/person/michael-zeitlin-5f52,Individual/Angel,2,,"Berlin, Berlin, Germany","Crowdfunding, Early Stage Venture, Seed",Michael Zeitlin,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/michael-zeitlin-77154b174,2,,
Carmen Kroll,https://www.crunchbase.com/person/carmen-kroll,Individual/Angel,2,,"Cologne, Nordrhein-Westfalen, Germany",,Carmen Kroll,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.cbinsights.com/investor/carmen-kroll,2,,
Gabriel von dem Bussche,https://www.crunchbase.com/person/gabriel-von-dem-bussche,Individual/Angel,2,,"Cologne, Nordrhein-Westfalen, Germany",,Gabriel von dem Bussche,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/gabriel-von-dem-bussche-02178aa4/,2,,
Ashok Varadharajan,https://www.crunchbase.com/person/ashok-varadharajan,Individual/Angel,2,,"Germering, Bayern, Germany",,Ashok Varadharajan,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ashok-varadharajan-52a994a9/,2,,
Gunnar Berning,https://www.crunchbase.com/person/gunnar-berning,Individual/Angel,2,2,"Berlin, Berlin, Germany",Seed,Gunnar Berning - CEO @ fromAtoB,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/gunnarberning,2,,1
Michael Diekmann,https://www.crunchbase.com/person/michael-diekmann,Individual/Angel,2,,"Erlangen, Bayern, Germany",,Michael Diekmann is Supervisory Board Member at Siemens.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/michael-diekmann-3b3a52153,2,,
Erich Wex,https://www.crunchbase.com/person/erich-wex,Individual/Angel,2,,"Möhrendorf, Bayern, Germany",,Erich Wex,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/erich-wex/,1,,
Leopold König,https://www.crunchbase.com/person/leopold-könig,Individual/Angel,2,,"Hamburg, Hamburg, Germany","Early Stage Venture, Private Equity, Secondary Market, Seed",Leopold König is the Co-Founder and Managing Director at Customcells. He was a Research Fellow at Fraunhofer Institute for Silicon Technolog...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/leopoldkoenig,1,,
Prof. Dr. med. Christian Wallwiener,https://www.crunchbase.com/person/christian-wallwiener,Individual/Angel,2,,"Munich, Bayern, Germany",,"Christian Wallwiener is a Managing Director, WMC Healthcare.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/prof-dr-christian-wallwiener-95738315/,2,,
Josef Arweck,https://www.crunchbase.com/person/josef-arweck,Individual/Angel,2,1,"Germany, Europe",,Josef Arweck,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/josef-arweck/,2,,
Bjoern W. Schaefer,https://www.crunchbase.com/person/bjoern-w-schaefer,Individual/Angel,2,,"Berlin, Berlin, Germany",,Bjoern W. Schaefer - Germany Venture Partner @ Innogest Capital,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/bjoernwschaefer,2,,
Pierre-Pascal Urbon,https://www.crunchbase.com/person/pierre-pascal-urbon,Individual/Angel,2,,"Cassel, Hessen, Germany",,Pierre-Pascal Urbon - CEO @ SMA Iberica,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/urbon,1,,
Stefan Schneider,https://www.crunchbase.com/person/stefan-schneider-3,Individual/Angel,2,1,"Munich, Bayern, Germany",Seed,Stefan Schneider - CEO @ FLOOR13,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/stefan-schneider-05430114/,2,,
Suman Rewari,https://www.crunchbase.com/person/suman-rewari,Individual/Angel,2,,"Berlin, Berlin, Germany",,Suman Rewari,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/suman-rewari-08223969/?originalSubdomain=de,2,,
Michael Hetzer,https://www.crunchbase.com/person/michael-hetzer,Individual/Angel,2,,"Isny Im Allgäu, Baden-Wurttemberg, Germany",,Michael Hetzer,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/michael-hetzer-5b8aa522a,2,,
Alexander Tschirnhaus,https://www.crunchbase.com/person/alexander-tschirnhaus,Individual/Angel,2,,"Berlin, Germany, Europe",,Alexander Tschirnhaus,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,,
Manfred Petri,https://www.crunchbase.com/person/manfred-petri,"Individual/Angel, Investment Partner",2,,"Jena, Thuringen, Germany",Seed,"Manfred Petri was named managing director of mpnewco GmbH, a small private equity holding company since 2004. He has been investor and advis...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,2,
Steffen Wicker,https://www.crunchbase.com/person/steffen-wicker,Individual/Angel,2,,"Cologne, Nordrhein-Westfalen, Germany",,Steffen Wicker - Co-Founder & CEO @ Homeday,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/steffenwicker?authType=name&authToken=lZl0&trk=prof-sb-browse_map-name,2,,
John Shoffner,https://www.crunchbase.com/person/john-shoffner-9b4e,Individual/Angel,2,,"Germany, Europe",,John Shoffner,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
Philipp Kobus,https://www.crunchbase.com/person/philipp-kobus,Individual/Angel,2,2,"Berlin, Berlin, Germany","Early Stage Venture, Late Stage Venture, Seed","Working with entrepreneurs, senior management, and boards on digital strategy and M&A initiatives. Angel investor.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.fraserfinance.com/leadership/philipp-kobus,https://www.linkedin.com/in/philipp-kobus-25430a2/,2,,
Andreas Knürr,https://www.crunchbase.com/person/andreas-knurr,Individual/Angel,2,,"Munich, Bayern, Germany",,Andreas Knürr - Co-Founder @ TIMIFY,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/andreas-kn%C3%BCrr-9b6550117/,2,,
Dr. Axel Meyer,https://www.crunchbase.com/person/dr-axel-meyer,Individual/Angel,2,,"Düsseldorf, Nordrhein-Westfalen, Germany",Seed,Dr. Axel Meyer - Managing Partner @ Lerbs AG,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/in/axel-meyer-5191915,2,1,
Matthias Brönner,https://www.crunchbase.com/person/matthias-brönner,Individual/Angel,2,,"Würzburg, Bayern, Germany",,"Dr. Matthias Brönner is co-founder and advisor of SupplyET, a software startup in supply chain planning. Having founded and led successful s...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/matthiasbroenner/,1,,
Fabian Kienbaum,https://www.crunchbase.com/person/fabian-kienbaum,"Individual/Angel, Investment Partner",2,,"Cologne, Nordrhein-Westfalen, Germany",,Fabian Kienbaum,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/fabian-kienbaum,2,,
Christian Willem,https://www.crunchbase.com/person/christian-willem,Individual/Angel,2,,"Germany, Europe",,Christian Willem,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
Felix Wolf,https://www.crunchbase.com/person/felix-wolf,Individual/Angel,2,,"Munich, Bayern, Germany",,Felix Wolf,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/felix-wolf/,2,,
Julian Draxler,https://www.crunchbase.com/person/julian-draxler,Individual/Angel,2,,"Gelsenkirchen, Nordrhein-Westfalen, Germany",,Julian Draxler,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/julian-draxler,2,1,
Thomas Hollwedel,https://www.crunchbase.com/person/thomas-hollwedel,Individual/Angel,2,,"Germany, Europe",,Thomas Hollwedel is an angel investor.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/thomashollwedel,2,,
Johannes Plehn,https://www.crunchbase.com/person/johannes-plehn,Individual/Angel,2,,"Berlin, Berlin, Germany",,"Dr. Johannes Plehn has concentrated on the topics e-commerce, supply chain design and fulfilment since university.As COO of the Project - A ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/johannes-plehn-phd-11588919/,2,,
Xavier Sarras,https://www.crunchbase.com/person/xavier-sarras,"Individual/Angel, Investment Partner",2,,"Frankfurt, Hessen, Germany",,Xavier Sarras is an Impact VC Investor | Experience Economy Expert | Strategy Advisor for C-Levels and Entrepreneurs.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/xaviersarras/?originalSubdomain=de,2,,
