Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Altima Partners,https://www.crunchbase.com/organization/altima-partners,Venture Capital,5,2,"London, England, United Kingdom",,Altima Partners is a private equity general partner firm.,"Europe, Middle East, and Africa (EMEA)",2004-07-01,day,http://www.altimapartners.com,https://www.linkedin.com/company/altima-partners-llp,4,1,2
Rosemont Group Capital Partners,https://www.crunchbase.com/organization/rosemont-group-capital-partner-llc,Venture Capital,5,1,"London, England, United Kingdom","Crowdfunding, Early Stage Venture, Private Equity, Seed",Rosemont Group Capital Partners is a privately owned firm focused on seed and early stage DigitalTech and CleanTech investments globally.,"Europe, Middle East, and Africa (EMEA)",2003-01-01,year,http://www.rosemont.group,https://www.linkedin.com/company/rosemont-luxury-brand-group,4,1,
Caspian Capital,https://www.crunchbase.com/organization/caspian-capital-limited,Venture Capital,5,,"London, England, United Kingdom","Early Stage Venture, Seed",Caspian Capital is a venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2012-11-01,month,,https://www.linkedin.com/company/caspian-capital-ltd,4,,
Smart Anchor Ventures,https://www.crunchbase.com/organization/smart-anchor-ventures-ltd,Venture Capital,5,,"Cardiff, Cardiff, United Kingdom","Early Stage Venture, Seed",Smart Anchor Capital is a established venture firm that works with innovative companies and helps them achieve greater success.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.smartanchorventures.com/,https://www.linkedin.com/company/smart-anchor-ventures,5,2,
Pires Investments,https://www.crunchbase.com/organization/pires-investments,Venture Capital,5,,"London, England, United Kingdom",Early Stage Venture,Pires Investments invests in companies that have the potential for major transformation and exponential growth.,"Europe, Middle East, and Africa (EMEA)",1994-01-01,year,https://piresinvestments.com/,https://www.linkedin.com/company/pires-investments-plc/,4,2,
London Impact Ventures,https://www.crunchbase.com/organization/london-impact-ventures,Venture Capital,5,2,"London, England, United Kingdom",,London Impact Ventures is a venture capital firm that invests in people and companies with a vision to grow and a mission to succeed.,"Europe, Middle East, and Africa (EMEA)",2019-04-29,day,https://www.londonimpact.com,https://www.linkedin.com/company/london-impact-ventures/?viewAsMember=true,5,,1
GreenTribe,https://www.crunchbase.com/organization/greentribe,"Private Equity Firm, Venture Capital",5,,"Wilmslow, Cheshire, United Kingdom","Early Stage Venture, Seed",GreenTribe fund is a seed-stage private investment fund for innovative companies making a positive impact to the environment and society.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://greentribefund.com,https://www.linkedin.com/company/greentribe,5,,
Massa Innovations,https://www.crunchbase.com/organization/massa-innovations,Venture Capital,5,1,"London, England, United Kingdom",Early Stage Venture,Massa Innovations achievements are based on the expertise of a highly experienced team of professionals working in the IT-technologies.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://massainnovations.com,https://www.linkedin.com/company/6390936,5,1,
NW Brown Ventures,https://www.crunchbase.com/organization/nw-brown-ventures,Venture Capital,5,2,"Cambridge, Cambridgeshire, United Kingdom",Early Stage Venture,"NW Brown offers the highest quality, bespoke wealth management and employee benefit services to individuals, corporate bodies.","Europe, Middle East, and Africa (EMEA)",1974-01-01,year,http://www.nwbrown.co.uk,https://www.linkedin.com/company/nw-brown-&-company,5,,
Valhalla Investments,https://www.crunchbase.com/organization/valhalla-investments,Venture Capital,5,1,"Alderley Edge, Cheshire, United Kingdom",Early Stage Venture,About Valhalla Investments are specialist in helping a business in need.,"Europe, Middle East, and Africa (EMEA)",,,https://valhallainvestments.co.uk,https://www.linkedin.com/company/valhalla-investments/,4,2,
Just Eat Ventures,https://www.crunchbase.com/organization/just-eat-ventures,Venture Capital,5,,"London, England, United Kingdom",Seed,"Helping bold, ambitious food tech entrepreneurs build great businesses.","Europe, Middle East, and Africa (EMEA)",,,https://ventures.just-eat.com,,5,,
Britbots,https://www.crunchbase.com/organization/britbots,Venture Capital,5,,"London, England, United Kingdom","Early Stage Venture, Seed","Britbots an early-stage venture fund based in London, investing in in robotics, ai and other automative technologies.","Europe, Middle East, and Africa (EMEA)",2017-01-01,month,https://www.britbots.com/,https://www.linkedin.com/company/britbots,4,1,
Thames Trust,https://www.crunchbase.com/organization/thames-trust,Venture Capital,5,1,"London, England, United Kingdom",,Thames Trust ,"Europe, Middle East, and Africa (EMEA)",,,,,3,1,
Ascension Life Fund,https://www.crunchbase.com/organization/ascension-life-fund,Venture Capital,5,,"London, England, United Kingdom","Early Stage Venture, Seed",Ascension Life Fund invests into a portfolio of at least 8 high potential HealthTech and Life Science companies per year.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.ascension.vc/investors/ascension-life-fund,https://www.linkedin.com/company/ascensionlifefund/,5,1,
QUBIS Innovation Fund,https://www.crunchbase.com/organization/qubis-innovation-fund,Venture Capital,5,,"Belfast, Belfast, United Kingdom","Early Stage Venture, Seed","The QUBIS Innovation Fund is an SEIS & EIS fund, aimed specifically at university spin–out companies.","Europe, Middle East, and Africa (EMEA)",1983-01-01,year,https://www.qubis.co.uk/qubis-innovation-fund,https://www.linkedin.com/in/qubis-ltd-9a846067,5,1,
JLR Star,https://www.crunchbase.com/organization/jlr-star,"Private Equity Firm, Venture Capital",5,1,"London, England, United Kingdom","Early Stage Venture, Seed",JLR Star is a private investment company that makes seed or early-stage investments in promising businesses.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://jlrstar.co.uk,https://www.linkedin.com/company/jlr-star-limited,3,,
Kingsbridge Capital,https://www.crunchbase.com/organization/kingsbridge-capital,Venture Capital,5,4,"London, England, United Kingdom",Private Equity,"Kingsbridge Capital is an investment company based in London, United Kingdom.","Europe, Middle East, and Africa (EMEA)",2003-01-01,year,http://kgbcap.com/,https://www.linkedin.com/company/kingsbridge-capital-advisors-limited/,5,1,4
Synergis Technologies,https://www.crunchbase.com/organization/synergis-technologies,Venture Capital,5,,"London, England, United Kingdom",Early Stage Venture,Synergis Technologies is a venture capital firm based in London that finances early stage ventures.,"Europe, Middle East, and Africa (EMEA)",2004-01-01,year,http://www.synergistechnologies.com,,4,2,
Meyer Bergman,https://www.crunchbase.com/organization/meyer-bergman,Venture Capital,5,,"London, England, United Kingdom",Seed,Meyer Bergman is a U.K.-based real estate investment firm focused on the opportunistic and value-added sector.,"Europe, Middle East, and Africa (EMEA)",2004-01-01,year,http://www.meyerbergman.com,https://www.linkedin.com/company/meyer-bergman,3,1,
Steelhouse Ventures,https://www.crunchbase.com/organization/steelhouse-ventures,"Micro VC, Venture Capital",5,1,"Sevenoaks, Kent, United Kingdom",Early Stage Venture,Steelhouse Ventures is a specialist investment company that invests in the European energy and technology sectors.,"Europe, Middle East, and Africa (EMEA)",,,http://www.steelhouse-ventures.com,,5,4,
PUK Ventures,https://www.crunchbase.com/organization/puk-ventures,Venture Capital,5,4,"London, England, United Kingdom",Late Stage Venture,PUK Ventures is the venture capital arm of Partnerships UK plc.,"Europe, Middle East, and Africa (EMEA)",,,http://www.pukventures.com,,5,2,
Foursome Investments,https://www.crunchbase.com/organization/foursome-investments,Venture Capital,5,2,"London, England, United Kingdom",,"Foursome Investments, an ethical investment group, funds startup and development-stage growth businesses in Europe and North America.","Europe, Middle East, and Africa (EMEA)",,,,,4,3,
TempoPark Fund,https://www.crunchbase.com/organization/tempopark-fund,Venture Capital,5,4,"London, England, United Kingdom",Late Stage Venture,Tempo is a specialiced investment firm providing liquidity to owners of venture and growth capital investments.,"Europe, Middle East, and Africa (EMEA)",2004-01-01,year,,,4,,
Albany Ventures Fund III,https://www.crunchbase.com/organization/albany-ventures,Venture Capital,5,1,"Edinburgh, Edinburgh, City of, United Kingdom",,Albany Ventures Fund III specializes in managing early stage venture capital and trade investments.,"Europe, Middle East, and Africa (EMEA)",2002-01-01,year,,,4,2,
Ioconic,https://www.crunchbase.com/organization/ioconic,Venture Capital,4,,"London, England, United Kingdom",Seed,Ioconic operates as a venture studio creating world class products that introduce the masses to next generation digital experiences,"Europe, Middle East, and Africa (EMEA)",2021-05-01,day,https://www.ioconic.io,https://www.linkedin.com/company/ioconic,4,4,
AllBright,https://www.crunchbase.com/organization/allbright,Venture Capital,4,1,"London, England, United Kingdom",,AllBright is a funding and education network that provides the support and finance needed for female-led businesses to launch and scale.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.allbrightcollective.com/,https://www.linkedin.com/company/all-bright,4,,
Eureeca,https://www.crunchbase.com/organization/eureeca,"Angel Group, Syndicate, Venture Capital",4,,"London, England, United Kingdom","Crowdfunding, Early Stage Venture, Seed",Investing in Growth and Pre-IPO Companies • Institutional and Crowdfunding • Capital Raising,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.eureeca.com,http://www.linkedin.com/company/eureeca,4,2,
Amadeus APEX Technology Fund,https://www.crunchbase.com/organization/amadeus-apex-technology-fund,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Seed",Amadeus APEX Technology Fund operates as a ventures capital firm.,"Europe, Middle East, and Africa (EMEA)",,,,,3,1,
Chenavari Investment Managers,https://www.crunchbase.com/organization/chenavari-investment-managers,Venture Capital,4,,"London, England, United Kingdom",,"A group of alternative investment management companies focused on a broad range of credit,structured finance, real estate and private debt","Europe, Middle East, and Africa (EMEA)",2008-01-01,year,http://www.chenavari.com/,https://www.linkedin.com/company/chenavari-financial-group,3,1,
Black Lion Ventures,https://www.crunchbase.com/organization/black-lion-ventures,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Seed","Investing in Seed and Series A, Fintech and Specialist Lenders in the UK and Northern Europe","Europe, Middle East, and Africa (EMEA)",2023-01-01,day,http://www.blacklionventures.com,https://www.linkedin.com/company/the-black-lion-group,3,3,
Centaurus Capital,https://www.crunchbase.com/organization/centaurus-capital,Venture Capital,4,2,"London, England, United Kingdom","Post-Ipo, Venture","Centaurus Capital is a private investment management company with an emphasis on Europe, Asia, and emerging markets.","Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://www.centaurus-capital.com,https://www.linkedin.com/company/centaurus-management-ltd,4,,1
Atlas Ventures,https://www.crunchbase.com/organization/atlas-ventures-67bb,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Seed",Atlas Ventures is a venture capital fund that invests in early-stage technology companies,"Europe, Middle East, and Africa (EMEA)",,,https://www.atlasven.com/,https://www.linkedin.com/company/atlasven,4,,
Semantic Capital,https://www.crunchbase.com/organization/micromega-holdings-limited,"Corporate Venture Capital, Family Investment Office, Venture Capital",4,1,"London, England, United Kingdom",Seed,Semantic Capital is a privately backed investment holding company focusing on software driven solutions,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://www.semcap.co.uk/,https://www.linkedin.com/company/semanticcapital/about/,3,2,
GALLOS Technologies,https://www.crunchbase.com/organization/gallos-technologies,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Seed",GALLOS Technologies invests and co-builds early-stage (pre-seed to Series B) security technology firms.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.gallostech.io,https://www.linkedin.com/company/gallos-technologies-limited,3,2,
Skybridge 20 Ventures,https://www.crunchbase.com/organization/skybridge-20-ventures,Venture Capital,4,,"London, England, United Kingdom",Early Stage Venture,"Skybridge 20 Ventures is a crypto investment firm specialising in providing unique, exclusive and influential support.","Europe, Middle East, and Africa (EMEA)",,,https://www.skybridge20ventures.com/,https://www.linkedin.com/company/skybridge-20-ventures/,4,,
01Ventures,https://www.crunchbase.com/organization/01-ventures-3,Venture Capital,4,1,"London, England, United Kingdom","Early Stage Venture, Venture",01Ventures operates as a venture capital company.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.01ventures.com,https://www.linkedin.com/company/01-ventures,3,3,
Beacon Capital,https://www.crunchbase.com/organization/beaconcapital,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Seed",Investor of choice for post-seed enterprise tech founders,"Europe, Middle East, and Africa (EMEA)",2021-07-01,day,http://www.beaconcapital.co.uk,https://www.linkedin.com/company/beaconcapital,4,2,
Scalebridge Capital,https://www.crunchbase.com/organization/scalebridge-capital,Venture Capital,4,1,"London, England, United Kingdom","Early Stage Venture, Seed",Scalebridge is a seed stage VC fund dedicated to transforming physical industries,"Europe, Middle East, and Africa (EMEA)",2024-01-01,year,https://www.scalebridge.capital/,https://www.linkedin.com/company/scalebridgecap/,4,1,
CMS Ventures,https://www.crunchbase.com/organization/cms-ventures,Venture Capital,4,,"Cambridge, Cambridgeshire, United Kingdom","Early Stage Venture, Seed",CMS Ventures is an investment company that invests in the biotech and life science sectors.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.cmsventures.com/,https://www.linkedin.com/company/cms-ventures,4,1,
Neptune Investment Management,https://www.crunchbase.com/organization/neptune-investment-management,Venture Capital,4,1,"London, England, United Kingdom","Early Stage Venture, Seed","Neptune is a UK-based fund management company offering a range of ISA-friendly equity funds to private investors, advisers.","Europe, Middle East, and Africa (EMEA)",2002-01-01,year,https://www.neptunefunds.com,https://www.linkedin.com/company/neptune-investment-management,4,1,1
Cox Investment Holdings,https://www.crunchbase.com/organization/cox-investment-holdings,Venture Capital,4,,"Maidenhead, Windsor and Maidenhead, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",Cox Investment Holdings is an investment firm,"Europe, Middle East, and Africa (EMEA)",,,,,4,1,
Hyper Ventures,https://www.crunchbase.com/organization/hyper-ventures,Venture Capital,4,,"London, England, United Kingdom",Seed,"Hyper Ventures provides strategic leadership, financial resources, and operational support to early-stage companies.","Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.hyperventures.com,,3,,
Equitix,https://www.crunchbase.com/organization/equitix,"Private Equity Firm, Venture Capital",4,,"London, England, United Kingdom","Private Equity, Secondary Market, Venture",Equitix is a company established to deliver and manage infrastructure projects from bidding and closing through to construction.,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.equitix.co.uk/index.php,https://www.linkedin.com/company/equitix,4,4,
London Technology Club,https://www.crunchbase.com/organization/london-technology-club,"Family Investment Office, Syndicate, Venture Capital",4,,"London, England, United Kingdom","Late Stage Venture, Venture",Investment club that connects private capital with VC’s and institutional investors to fund growth and late stage technology companies,"Europe, Middle East, and Africa (EMEA)",2018-05-01,month,https://www.londontechnologyclub.com/,https://www.linkedin.com/company/london-technology-club/,3,,
Milltrust International Group,https://www.crunchbase.com/organization/milltrust-international-group,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",Milltrust International is a global asset manager offering a range of life-changing investment solutions in public & private markets.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.milltrust.com,https://www.linkedin.com/company/2296934/,3,,
MPL Ventures,https://www.crunchbase.com/organization/mpl-ventures,Venture Capital,4,,"London, England, United Kingdom",Early Stage Venture,MPL Ventures is a venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,,,4,,
Saras Capital,https://www.crunchbase.com/organization/saras-capital,"Private Equity Firm, Venture Capital",4,,"Canterbury, Kent, United Kingdom",Seed,Saras Capital is an a investment firm.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.sarascapital.com/,https://www.linkedin.com/company/saras-capital/,4,,
Aluna Partners,https://www.crunchbase.com/organization/aluna-partners,Venture Capital,4,,"London, England, United Kingdom",Debt,We make venture financing frictionless for growth stage companies,"Europe, Middle East, and Africa (EMEA)",2021-01-01,month,https://www.alunapartners.co.uk/,https://www.linkedin.com/company/aluna-partners/?viewAsMember=true,4,3,
Candy Capital,https://www.crunchbase.com/organization/candy-ventures-sarl,Venture Capital,4,2,"London, England, United Kingdom",Venture,Candy Capital is a privately-held family office established by British entrepreneur and businessman Nick Candy .,"Europe, Middle East, and Africa (EMEA)",2014-11-01,month,http://www.candycapital.com/,https://www.linkedin.com/company/candy-capital-limited/,4,3,
Expand Venture,https://www.crunchbase.com/organization/expand-venture,Venture Capital,4,1,"London, England, United Kingdom",Venture,"Enabling tech companies scale through technology, experience, leverage and capital.","Europe, Middle East, and Africa (EMEA)",2015-05-19,day,http://expandventure.com,https://www.linkedin.com/company/10419328,4,2,1
350 Investment Partners,https://www.crunchbase.com/organization/350-investment-partners,Venture Capital,4,,"Warrington, Warrington, United Kingdom",Seed,350 Investment Partners LLP actively engages with entrepreneurs to build successful clean energy businesses.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://www.350ip.co.uk/,https://www.linkedin.com/company/ct-investment-partners-llp/,3,2,
Golden Record Ventures,https://www.crunchbase.com/organization/golden-record-ventures,Venture Capital,4,1,"London, England, United Kingdom",Seed,GRV is a VC firm that invests in early-stage blockchain applications within the fintech vertical.,"Europe, Middle East, and Africa (EMEA)",2022-03-01,day,http://gr.ventures,https://www.linkedin.com/company/grvuk,4,1,
Rubix Ventures,https://www.crunchbase.com/organization/rubix-ventures,Venture Capital,4,,"London, England, United Kingdom",Early Stage Venture,Rubix Ventures is an investment company supporting consumer brands.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://www.rubixventures.co.uk,https://www.linkedin.com/company/rubix-venture-partners,4,,
Royal Society Enterprise Fund,https://www.crunchbase.com/organization/royal-society-enterprise-fund,Venture Capital,4,1,"London, England, United Kingdom",Early Stage Venture,Royal Society Enterprise Fund was founded in 1800,"Europe, Middle East, and Africa (EMEA)",1800-01-01,year,https://royalsociety.org/topics-policy/industry-innovation/enterprise-fund/,http://www.linkedin.com/company/41589,4,,
Gate Ventures Plc,https://www.crunchbase.com/organization/gate-ventures-plc,Venture Capital,4,,"London, England, United Kingdom",,"Gate Ventures invests in the media, e-commerce, consultancy, and operational projects, music, and theatre production businesses.","Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://gateplc.com,https://www.linkedin.com/company/gate-ventures-plc-aim-gate-,4,2,
Global Growth Capital,https://www.crunchbase.com/organization/global-growth-capital,Venture Capital,4,1,"London, England, United Kingdom","Debt, Venture",Global Growth Capital arranges a variety of customized debt products.,"Europe, Middle East, and Africa (EMEA)",2017-10-01,month,http://www.globalgrowthcap.com,https://www.linkedin.com/company/18280254/,4,1,1
HYPE - Sports Innovation,https://www.crunchbase.com/organization/hype-sports-innovation,"Accelerator, Venture Capital",4,,"London, England, United Kingdom","Early Stage Venture, Seed",HYPE Sports Innovation is the largest global eco-system for sports innovation with more than 40k members $  Accelerators in 12 locations,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.hypesportsinnovation.com,https://www.linkedin.com/company/hype-sports-innovation/,4,3,
Leela Capital,https://www.crunchbase.com/organization/leela-capital,"Private Equity Firm, Venture Capital",4,,"London, England, United Kingdom","Early Stage Venture, Private Equity",Committed to delivering capital to great companies.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,https://www.leelacapital.com/,https://www.linkedin.com/company/molvodi-limited,4,,
City & Guilds Group New Venture Fund,https://www.crunchbase.com/organization/city-guild-s-group-new-venture-fund,Venture Capital,4,1,"London, England, United Kingdom",,The City & Guilds Group's New Venture Fund was set up to support innovation in the way skills education is delivered today,"Europe, Middle East, and Africa (EMEA)",2015-06-01,day,https://www.cityandguildsgroup.com/working-with-us/new-venture-fund,https://www.linkedin.com/company/city-&-guilds-group,2,4,
Evolvient Capital,https://www.crunchbase.com/organization/evolvient-capital,Venture Capital,4,,"London, England, United Kingdom",Seed,Evolvient Capital is an investment firm.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://evolvientcapital.com/,https://www.linkedin.com/company/evolvient-capital/?originalSubdomain=uk,4,,
Enterprise M3,https://www.crunchbase.com/organization/enterprise-m3,Venture Capital,4,,"Winchester, Hampshire, United Kingdom","Debt, Early Stage Venture, Grant",Enterprise M3 is a business-led Local Enterprise Partnership,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.enterprisem3.org.uk/,https://www.linkedin.com/company/enterprise-m3/,4,4,
Vectr7 Investment Partners,https://www.crunchbase.com/organization/vectr7-investment-partners,Venture Capital,4,,"London, England, United Kingdom",Early Stage Venture,Vectr7 Investment Partners operates as an private investment firm.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.vectr7.com/,https://www.linkedin.com/company/vectr7/?originalSubdomain=uk,3,1,
Leafy Tunnel,https://www.crunchbase.com/organization/leafy-tunnel,Venture Capital,4,,"London, England, United Kingdom",Early Stage Venture,Leafy Tunnel is an early-stage fund investing in European medical cannabis and global medical psychedelics companies.,"Europe, Middle East, and Africa (EMEA)",2022-01-20,day,https://www.leafytunnel.com/,https://www.linkedin.com/company/leafy-tunnel/,4,2,
Potter Ventures,https://www.crunchbase.com/organization/potter-ventures,Venture Capital,4,,"London, England, United Kingdom",Seed,Potter Ventures is an investment firm.,"Europe, Middle East, and Africa (EMEA)",,,https://www.potterventures.london,https://www.linkedin.com/company/potter-ventures-limited,3,2,
Ascot Capital Partners,https://www.crunchbase.com/organization/ascot-capital-partners,Venture Capital,4,1,"London, England, United Kingdom","Early Stage Venture, Seed",Ascot Capital Partners straightforward and experienced entrepreneurs who want to support founders/stakeholders in building great companies.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://ascotcapitalpartners.com/,https://www.linkedin.com/company/ascot-capital-partners,4,1,
HR TECH Partnership,https://www.crunchbase.com/organization/hr-tech-partnership,Venture Capital,4,,"London, England, United Kingdom",Early Stage Venture,HR TECH Partnership   is a investment firm.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.hrtechpartnership.com/,https://www.linkedin.com/company/hrtechpartnership,4,3,
Feel Venture,https://www.crunchbase.com/organization/feel-venture,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Seed",Feel Venture is an early-stage venture capital firm investing in Italian entrepreneurs in Seed and Series A,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://feelventure.vc/,https://www.linkedin.com/company/feel-venture-ltd,4,,
Sdcl Energy Efficiency Income Trust,https://www.crunchbase.com/organization/sdcl-energy-efficiency-income-trust,Venture Capital,4,,"London, England, United Kingdom","Debt, Early Stage Venture, Venture",Sdcl Energy Efficiency Income Trust Plc is an investment firm that focuses on investment in energy efficiency & energy generation projects.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.sdcleeit.com/,https://www.linkedin.com/company/sdcl-energy-efficiency-income-trust/,4,2,
Ww Ventures,https://www.crunchbase.com/organization/ww-ventures,Venture Capital,4,1,"Reading, Reading, United Kingdom",,Ww Ventures,"Europe, Middle East, and Africa (EMEA)",,,,,4,,
Clay Point Investors,https://www.crunchbase.com/organization/clay-point-investors,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Seed",Clay Point Investors is an investment firm that focuses on a long-term partnership.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://clay-point.com,https://www.linkedin.com/company/clay-point-investors,4,1,
Future Matters Venture Capital,https://www.crunchbase.com/organization/future-matters,"Private Equity Firm, Venture Capital",4,1,"London, England, United Kingdom",,Future Matters provides investors with superior returns on capital through private equity investments.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,https://www.futurematters.capital,https://www.linkedin.com/company/future-matters-capital/about/,4,,
Newton Investment Management,https://www.crunchbase.com/organization/newton-investment-management,Venture Capital,4,,"London, England, United Kingdom",,"Newton Investment Management is a London-based, global investment management subsidiary of BNY Mellon.","Europe, Middle East, and Africa (EMEA)",1978-01-01,year,http://www.newton.co.uk/,https://www.linkedin.com/company/newton-investment-management,4,,
Vanneck EIS,https://www.crunchbase.com/organization/vanneck-eis,Venture Capital,4,,"London, England, United Kingdom",Seed,Vanneck EIS is an investment firm.,"Europe, Middle East, and Africa (EMEA)",,,https://www.vanneck.co.uk,https://www.linkedin.com/company/vanneck-ltd/,4,3,
National Digital Infrastructure Fund,https://www.crunchbase.com/organization/national-digital-infrastructure-fund,"Private Equity Firm, Venture Capital",4,1,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Venture",National Digital Infrastructure Fund invests in the next generation of essential digital infrastructure in the UK.,"Europe, Middle East, and Africa (EMEA)",2017-07-01,month,https://www.amberinfrastructure.com/our-funds/national-digital-infrastructure-fund/,https://www.linkedin.com/company/amber-infrastructure-limited,4,4,
Loxbridge Research,https://www.crunchbase.com/organization/loxbridge-research,"Micro VC, Venture Capital",4,,"London, England, United Kingdom",Seed,Loxbridge Research offers funding and advisory services for startups that are focused on developing healthcare technology solutions.,"Europe, Middle East, and Africa (EMEA)",2008-01-01,year,http://www.loxbridgeresearch.com,http://www.linkedin.com/company/5036351,3,2,
UK Creative Content EIS Fund,https://www.crunchbase.com/organization/uk-creative-content-eis-fund,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Seed",UK Creative Content EIS Fund investing in UK content creation companies.,"Europe, Middle East, and Africa (EMEA)",2019-06-01,month,https://creativecontenteis.co.uk/,https://www.linkedin.com/company/calculus-capital,4,4,
Honeycomb Investment Trust,https://www.crunchbase.com/organization/honeycomb-investment-trust-llc,Venture Capital,4,1,"London, England, United Kingdom",,Honeycomb Investment Trust operates an asset backed credit strategy delivering stable income and strong downside protections.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.honeycombplc.com/,,3,3,1
Pitalia,https://www.crunchbase.com/organization/pitalia,"Private Equity Firm, Venture Capital",4,,"Bolton, Bolton, United Kingdom","Early Stage Venture, Private Equity",Pitalia is an investment firm which provides investment to businesses and property.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://pitalia.com/,https://www.linkedin.com/company/pitalia/,4,2,
AMMA Private Investment,https://www.crunchbase.com/organization/amma-private-investment,Venture Capital,4,,"Southport, Sefton, United Kingdom","Early Stage Venture, Late Stage Venture","AMMA Private Investment focuses on boutique environmental funds, IPO opportunities, corporate advisory, and investment property.","Europe, Middle East, and Africa (EMEA)",,,http://www.ammainvest.com,,1,4,
Mike Chalfen,https://www.crunchbase.com/organization/mike-chalfen-3d49,Venture Capital,4,,"London, England, United Kingdom","Early Stage Venture, Seed",Early stage tech investor,"Europe, Middle East, and Africa (EMEA)",2018-04-01,month,,https://www.linkedin.com/in/mikechalfen/,1,2,
Acqua FinTech,https://www.crunchbase.com/organization/acqua-fintech,Venture Capital,4,1,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",Invest for leading Business,"Europe, Middle East, and Africa (EMEA)",2012-01-04,day,,,3,2,
Acorn Capital Partners,https://www.crunchbase.com/organization/acorn-capital-partners,Venture Capital,4,1,"Buxton, Norfolk, United Kingdom",,Acorn Capital Partners is a corporate acquisition firm that specializes in corporate equity deals and buyouts.,"Europe, Middle East, and Africa (EMEA)",2000-06-20,day,http://www.acorncapital.co.uk,https://www.linkedin.com/company/acorn-capital-partners-limited,4,,
GroVentive,https://www.crunchbase.com/organization/groventive,Venture Capital,4,,"London, England, United Kingdom",,"GroVentive is an investment, networking, and consulting platform for SME's, Executives, Professionals, and HNW individuals.","Europe, Middle East, and Africa (EMEA)",2016-04-04,day,https://www.groventive.com,https://www.linkedin.com/company/groventiveinvesting,3,3,
Renewable Environmental Investments,https://www.crunchbase.com/organization/renewable-environmental-investments,Venture Capital,4,1,"Darlington, Durham, United Kingdom","Early Stage Venture, Seed",Renewable Environmental Investments goal is to assist companies in utilising the social and technological revolution's potential.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.reil.co.uk,https://www.linkedin.com/company/reiltd,4,,1
CREATE Partners,https://www.crunchbase.com/organization/create-partners,Venture Capital,4,,"Cambridge, Cambridgeshire, United Kingdom",Early Stage Venture,CREATE Partners is a venture capital fund based in Cambridge that finances early stage investments.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://www.createpartners.com,,3,1,
