Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
NeoCarta Ventures,https://www.crunchbase.com/organization/neocarta-ventures,Venture Capital,60,25,"San Mateo, California, United States","Early Stage Venture, Late Stage Venture","NeoCarta Ventures is a leading venture capital firm with offices in Menlo Park and Boston. They bring capital, experience, and strategic","San Francisco Bay Area, Silicon Valley, West Coast",1999-01-01,year,http://www.neocarta.com,,34,13,4
Tectonic Capital,https://www.crunchbase.com/organization/fundersguild,Venture Capital,60,14,"New York, New York, United States","Early Stage Venture, Seed, Venture",Tectonic Capital partner with outstanding entrepreneurs and invest in category defining businesses,"Greater New York Area, East Coast, Northeastern US",2013-10-01,day,https://www.tectonic.vc/,https://www.linkedin.com/company/TectonicCapital,48,2,2
Mellon Ventures,https://www.crunchbase.com/organization/mellon-ventures-2,Venture Capital,60,28,"Pittsburgh, Pennsylvania, United States",,Venture capital and buyout fund sponsored by Mellon Financial Corporation.,"Great Lakes, Northeastern US",1996-01-01,year,http://www.mellonventures.com,https://www.linkedin.com/company/mellon-ventures/,46,18,6
Frontier Growth,https://www.crunchbase.com/organization/frontier-growth,"Private Equity Firm, Venture Capital",59,32,"Charlotte, North Carolina, United States","Early Stage Venture, Late Stage Venture, Private Equity, Venture",Frontier Growth is a growth equity firm focused on software and technology-enabled business services companies.,"East Coast, Southern US",1999-01-01,year,https://www.frontiergrowth.com,https://www.linkedin.com/company/frontier-growth/,53,38,1
BDC Capital Corporation,https://www.crunchbase.com/organization/bdc-capital-corporation,"Venture Capital, Venture Debt",59,24,"Wakefield, Massachusetts, United States","Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Venture",BDC Capital has been recognized locally and nationally as a leader.,"Greater Boston Area, East Coast, New England",1953-01-01,year,http://bdcnewengland.com/,http://www.linkedin.com/company/bdc-capital,54,15,3
J.P. Morgan Securities Inc.,https://www.crunchbase.com/organization/j-p-morgan-securities-inc,"Investment Bank, Venture Capital",59,35,"New York, New York, United States","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market",J.P. Morgan is a global industry leader with more than $13.7 trillion in assets under custody and $5.1 trillion in assets under,"Greater New York Area, East Coast, Northeastern US",1985-01-01,year,http://www.jpmorgansecurities.com,https://www.linkedin.com/company/j-p-morgan?trk=mini-profile,49,3,13
TechOperators,https://www.crunchbase.com/organization/techoperators,Venture Capital,59,18,"Atlanta, Georgia, United States","Early Stage Venture, Seed","TechOperators is a venture capital firm which focuses on solutions in software, internet, cloud computing, security, and infrastructure.","Greater Atlanta Area, East Coast, Southern US",2008-09-01,day,http://www.techoperators.com,http://www.linkedin.com/company/techoperators-llc,33,22,
Illinois Ventures,https://www.crunchbase.com/organization/illinois-ventures,"Government Office, Venture Capital",59,10,"Chicago, Illinois, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Illinois Ventures is a seed and early-stage technology investment firm focused on research-derived companies in information technologies,","Greater Chicago Area, Great Lakes, Midwestern US",2000-01-01,year,http://www.illinoisventures.com,https://www.linkedin.com/company/illinois-ventures/,46,4,
Washington Research Foundation,https://www.crunchbase.com/organization/washington-research-foundation,Venture Capital,59,16,"Seattle, Washington, United States","Early Stage Venture, Grant, Late Stage Venture","Washington Research Foundation supports groundbreaking technology in the life sciences, physical sciences and information sciences.","Greater Seattle Area, West Coast, Western US",1981-01-01,year,http://www.wrfseattle.org,https://www.linkedin.com/company/washington-research-foundation,44,10,5
NXT Ventures,https://www.crunchbase.com/organization/nxt-ventures,Venture Capital,59,13,"Marblehead, Massachusetts, United States","Convertible Note, Early Stage Venture, Seed, Venture","NXT Venture Fund discovers and enables the next truly disruptive start-up companies, with cross-border synergies.","Greater Boston Area, East Coast, New England",2014-12-01,day,http://www.nxtventures.com/,https://www.linkedin.com/company/nxtventures,47,6,1
Quaker BioVentures,https://www.crunchbase.com/organization/quaker-bioventures,Venture Capital,59,20,"Philadelphia, Pennsylvania, United States","Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",Quaker BioVentures is a venture capital firm investing in life science companies. The firm leads investments across the spectrum of the,"Greater Philadelphia Area, Great Lakes, Northeastern US",2002-01-01,year,http://www.quakerbio.com,https://www.linkedin.com/company/quaker-partners/about/,37,18,11
Castile Ventures,https://www.crunchbase.com/organization/castile-ventures,Venture Capital,59,26,"Wellesley, Massachusetts, United States","Early Stage Venture, Late Stage Venture, Private Equity",Castile Ventures is an early-stage venture capital firm that provides financial banking and strategic guidance.,"Greater Boston Area, East Coast, New England",1998-01-01,year,http://www.castileventures.com,https://www.linkedin.com/company/castile-ventures,37,13,2
FirstMile Ventures,https://www.crunchbase.com/organization/firstmile-ventures,Venture Capital,59,18,"Colorado Springs, Colorado, United States",Seed,FirstMile Ventures is a venture capital firm that invests in seed-stage technology companies.,Western US,2010-01-01,day,https://www.firstmilevc.com,https://www.linkedin.com/company/firstmile-ventures/,50,16,
Inventus Capital Partners,https://www.crunchbase.com/organization/inventus-capital-partners,Venture Capital,58,16,"San Mateo, California, United States","Early Stage Venture, Late Stage Venture, Seed","Inventus Capital Partners is an investment firm that provides financial services to start-ups, entrepreneurs, and businesses.","San Francisco Bay Area, Silicon Valley, West Coast",2007-11-30,day,http://www.inventuscap.com,http://www.linkedin.com/company/inventus-capital-partners,43,18,2
Vida Ventures,https://www.crunchbase.com/organization/vida-ventures,Venture Capital,58,17,"Boston, Massachusetts, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Vida Ventures is a next-generation life sciences investment firm  .,"Greater Boston Area, East Coast, New England",2017-01-01,year,http://vidaventures.com,https://www.linkedin.com/company/vida-ventures-llc,39,21,13
Green Visor Capital,https://www.crunchbase.com/organization/green-visor-capital,Venture Capital,58,11,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed","Green Visor Capital invests in, and works with, passionate entrepreneurs that use innovative technology to solve substantive issues.","San Francisco Bay Area, West Coast, Western US",2013-01-01,day,http://greenvisorcapital.com,http://www.linkedin.com/company/green-visor-capital-gp-i-llc,36,14,1
Burch Creative Capital,https://www.crunchbase.com/organization/burch-creative-capital,Venture Capital,58,14,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed",Burch Creative Capital is a Creative Capital Firm with a decidedly different approach to creating value.,"Greater New York Area, East Coast, Northeastern US",2007-01-01,year,http://www.burchcreativecapital.com,https://www.linkedin.com/company/burch-creative-capital,54,9,2
Oyster Ventures,https://www.crunchbase.com/organization/oyster-ventures,Venture Capital,58,12,"San Francisco, California, United States",Seed,Oyster Ventures is a venture capital firm investing in exceptional new-frontier technology companies.,"San Francisco Bay Area, West Coast, Western US",2016-01-01,year,https://oyster.vc,https://www.linkedin.com/company/oyster-vc/,53,3,1
Gabriel Venture Partners,https://www.crunchbase.com/organization/gabriel-venture-partners,Venture Capital,58,24,"San Mateo, California, United States","Early Stage Venture, Late Stage Venture","Gabriel Venture Partners is a venture capital firm that focuses on emerging of communications, networking and information technology","San Francisco Bay Area, Silicon Valley, West Coast",1999-01-01,year,http://www.gabrielvp.com,https://www.linkedin.com/company/gabriel-ventures-ltd,35,21,4
Selby Venture Partners,https://www.crunchbase.com/organization/selby-venture-partners,Venture Capital,58,21,"Menlo Park, California, United States","Early Stage Venture, Late Stage Venture","Selby Ventures invests in businesses based on digital media, IT and communications, and sustainable technology.","San Francisco Bay Area, Silicon Valley, West Coast",1998-01-01,year,http://www.selbyventures.com,,30,6,1
ProQuest Investments,https://www.crunchbase.com/organization/proquest-investments,Venture Capital,58,27,"Princeton, New Jersey, United States","Early Stage Venture, Late Stage Venture, Private Equity",ProQuest Investments is a New Jersey-based venture capital firm seeking to finance seed- to late-stage healthcare companies.,"East Coast, Northeastern US",1998-01-01,year,http://www.proquestvc.com,https://www.linkedin.com/company/proquest-investments,35,12,10
Novel TMT Ventures,https://www.crunchbase.com/organization/novel-tmt-ventures,Venture Capital,58,22,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Novel TMT Ventures Limited is a British Virgin Islands company which is wholly owned by Novel TMT Investments Limited.,"Greater New York Area, East Coast, Northeastern US",2005-01-01,year,,,41,2,2
Octagon Capital Advisors,https://www.crunchbase.com/organization/octagon-capital-advisors,"Private Equity Firm, Venture Capital",57,25,"New York, New York, United States","Private Equity, Venture",Octagon Capital invests in public and private healthcare companies globally.,"Greater New York Area, East Coast, Northeastern US",2019-01-01,year,https://octagoninvestments.com/,https://www.linkedin.com/company/octagon-capital-advisors,49,4,21
Pivot Investment Partners,https://www.crunchbase.com/organization/pivot-investment-partners,Venture Capital,57,11,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Venture",We are an early Growth Equity investment firm focused on transformative financial technology companies.,"Greater New York Area, East Coast, Northeastern US",2014-01-01,day,https://www.pivotinvestment.com/,https://www.linkedin.com/company/pivot-investment-partners,29,11,1
Latterell Venture Partners,https://www.crunchbase.com/organization/latterell-venture-partners,Venture Capital,57,20,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Venture",Latterell Venture Partners is a venture capital firm specializing in startups and early stage healthcare companies.,"San Francisco Bay Area, West Coast, Western US",2001-01-01,year,http://www.lvpcapital.com,,28,9,7
Recharge Capital,https://www.crunchbase.com/organization/recharge-capital-3d5d,Venture Capital,56,10,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Recharge Capital invests capital and operating resources in technology and business solutions.,"Greater New York Area, East Coast, Northeastern US",2016-01-01,year,https://www.rechargecapital.com/,https://www.linkedin.com/company/recharge-capital/,38,6,4
Millennium Technology Value Partners,https://www.crunchbase.com/organization/millennium-technology-ventures,Venture Capital,56,25,"New York, New York, United States","Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Venture",Millennium Technology Value Partners is a growth equity firm focused on investing in the world's best technology companies,"Greater New York Area, East Coast, Northeastern US",2000-01-01,year,http://www.mtvlp.com,https://www.linkedin.com/company-beta/42649,43,16,8
Banyan Mezzanine Funds,https://www.crunchbase.com/organization/banyan-mezzanine-funds,Venture Capital,56,19,"Miami, Florida, United States",Late Stage Venture,Banyan Mezzanine Funds was founded in 2002 to provide mezzanine capital to smaller middle-market companies headquartered primarily in the,"Greater Miami Area, East Coast, Southern US",2002-01-01,year,http://www.banyanmezzaninefunds.com/,https://www.linkedin.com/company/banyan-mezzanine-partners,55,1,2
Pilot House Ventures,https://www.crunchbase.com/organization/pilot-house-ventures,Venture Capital,56,16,"Boston, Massachusetts, United States","Early Stage Venture, Late Stage Venture","Pilot House Ventures is a Boston, Massachusetts-based venture capital firm that invests in promising early stage technology companies,","Greater Boston Area, East Coast, New England",,,https://www.pilothouseventures.com,,25,17,2
Egan-Managed Capital,https://www.crunchbase.com/organization/egan-managed-capital,Venture Capital,56,18,"Boston, Massachusetts, United States","Debt, Early Stage Venture, Late Stage Venture",Egan-Managed Capital was formed by the Egan family with the objective of helping future entrepreneurs build significant enterprises.,"Greater Boston Area, East Coast, New England",1997-01-01,year,http://www.egancapital.com,,28,15,3
IFC Venture Capital Group,https://www.crunchbase.com/organization/ifc-venture-capital-group,Venture Capital,56,12,"Washington, District of Columbia, United States","Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",IFC's Venture Capital group invests in ventures and growth stage companies.,"Washington DC Metro Area, Southern US",1956-07-20,day,https://www.ifc.org/vc,https://www.linkedin.com/company/ifclinkedin,43,12,8
TCG Crossover,https://www.crunchbase.com/organization/tcg-crossover,"Hedge Fund, Venture Capital",55,32,"Palo Alto, California, United States","Late Stage Venture, Private Equity",TCG Crossover is a healthcare investment firm dedicated to advancing disruptive medicines and supporting companies.,"San Francisco Bay Area, Silicon Valley, West Coast",2020-01-01,year,https://tcgcrossover.com,https://www.linkedin.com/company/tcg-crossover,50,18,30
Heritage Group,https://www.crunchbase.com/organization/heritage-group,Venture Capital,55,18,"Nashville, Tennessee, United States","Debt, Early Stage Venture, Late Stage Venture, Private Equity, Venture",Heritage Group is a venture capital firm with a track record of investing in leading healthcare companies.,Southern US,1986-01-01,year,http://heritagegroupusa.com,https://www.linkedin.com/company/heritage-group-llc,44,20,2
NEXT Frontier Capital,https://www.crunchbase.com/organization/next-frontier-capital,Venture Capital,55,10,"Bozeman, Montana, United States","Debt, Early Stage Venture, Late Stage Venture, Seed, Venture","Next Frontier Capital partners with mission-driven, talented entrepreneurs to build technology companies.",Western US,2015-05-01,day,http://www.nextfrontiercapital.com/,https://www.linkedin.com/in/pricew,40,24,
Centennial Ventures,https://www.crunchbase.com/organization/centennial-ventures,Venture Capital,55,21,"Denver, Colorado, United States","Debt, Early Stage Venture, Late Stage Venture, Private Equity","Centennial Ventures is a Colorado-based venture capital firm that invests in network companies, and software and technology enterprises.","Greater Denver Area, Western US",1982-01-01,year,http://www.centennial.com,,29,10,4
Catalyst Investors,https://www.crunchbase.com/organization/catalyst-investors,"Private Equity Firm, Venture Capital",54,14,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Venture","Catalyst Investors makes growth equity investments in high-growth, lower middle market companies.","Greater New York Area, East Coast, Northeastern US",2000-01-01,year,https://catalyst.com/,https://www.linkedin.com/company/catalyst-investors/,35,32,2
WP Global Partners,https://www.crunchbase.com/organization/wp-global-partners,"Family Investment Office, Fund Of Funds, Private Equity Firm, Venture Capital",54,19,"Chicago, Illinois, United States","Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Venture","Institutional investor in venture capital, private equity, and private debt.","Greater Chicago Area, Great Lakes, Midwestern US",2005-01-01,year,http://www.wpglobalpartners.com,https://www.linkedin.com/company/108847,44,12,4
WS Investments,https://www.crunchbase.com/organization/ws-investments,Venture Capital,54,19,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Seed",WS Investment Co. is the investment fund of law firm Wilson Sonsini Goodrich & Rosati. The fund was formed in 1978 and has been managed,"San Francisco Bay Area, Silicon Valley, West Coast",1978-01-01,year,,,49,6,6
Blue Cloud Ventures,https://www.crunchbase.com/organization/blue-cloud-ventures,Venture Capital,54,21,"Miami, Florida, United States","Early Stage Venture, Late Stage Venture",BCV is a venture capital firm that invests in growth-stage software companies.,"Greater Miami Area, East Coast, Southern US",2012-10-01,day,http://www.bluecloudventures.com,http://www.linkedin.com/company/blue-cloud-ventures,44,9,3
Lucent Venture Partners,https://www.crunchbase.com/organization/lucent-venture-partners,Venture Capital,54,23,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture","Lucent Venture Partners, LLC. is a venture capital subsidiary of Lucent Technologies with offices in Palo Alto, California, Waltham,","San Francisco Bay Area, Silicon Valley, West Coast",1998-01-01,year,http://www.lucentventurepartners.com,,37,8,1
New Markets Venture Partners,https://www.crunchbase.com/organization/new-markets-venture-partners,Venture Capital,53,15,"Fulton, Maryland, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",New Markets Venture Partners is an early and growth stage venture capital firm.,"Greater Baltimore-Maryland Area, East Coast, Southern US",2003-01-01,year,http://www.newmarketsvp.com,https://www.linkedin.com/company/new-markets-venture-partners/,36,20,1
Silversmith Capital Partners,https://www.crunchbase.com/organization/silversmith-capital-partners,"Private Equity Firm, Venture Capital",53,13,"Boston, Massachusetts, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Silversmith Capital Partners is partnering with entrepreneurs in the technology and healthcare industry.,"Greater Boston Area, East Coast, New England",2015-01-01,year,https://www.silversmith.com,https://www.linkedin.com/company/silversmith-capital-partners,43,35,1
FinSight Ventures,https://www.crunchbase.com/organization/finsight-ventures,"Micro VC, Venture Capital",53,14,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture",FinSight focuses on FinTech & Enterprise Software companies bringing digital transformation to Banking/Finance/Insurance & related sectors.,"San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,day,http://finsightvc.com/,http://www.linkedin.com/company/finsight-ventures,47,10,3
Balance Point Capital Partners,https://www.crunchbase.com/organization/balance-point-capital-partners,"Venture Capital, Venture Debt",53,19,"Westport, Connecticut, United States","Debt, Private Equity",Balance Point Capital Partners is an investment firm focused on providing debt and equity assistance to middle market companies.,"East Coast, New England, Northeastern US",2011-01-01,year,http://www.balancepointcapital.com/,http://www.linkedin.com/company/balance-point-capital-partners-l-p-,42,25,1
Startup Capital Ventures,https://www.crunchbase.com/organization/startup-capital-ventures,"Micro VC, Venture Capital",53,15,"Menlo Park, California, United States","Early Stage Venture, Seed",Startup Capital Ventures is an early-stage venture capital firm investing in the enterprise.,"San Francisco Bay Area, Silicon Valley, West Coast",2005-01-01,year,http://www.startupcv.com,http://www.linkedin.com/company/startup-capital-ventures,34,11,1
BluePointe Ventures,https://www.crunchbase.com/organization/bluepoint-ventures,Venture Capital,53,13,"San Francisco, California, United States","Early Stage Venture, Seed, Venture",BluePointe Ventures invest in early stage companies that eschew frontier technology responsible for the fast changing human experience.,"San Francisco Bay Area, West Coast, Western US",2014-01-01,day,http://www.bluepointeventures.com/,https://www.linkedin.com/company/bluepointeventures,48,6,2
Talent Resources Ventures,https://www.crunchbase.com/organization/talent-resources-ventures,"Accelerator, Venture Capital",53,12,"New York, New York, United States","Early Stage Venture, Seed, Venture",Talent Resources Ventures is a boutique venture fund focused on early-stage consumer facing brands.,"Greater New York Area, East Coast, Northeastern US",2019-01-01,year,https://www.tr.ventures,https://www.linkedin.com/company/tr-ventures/,51,2,7
Counterpart Advisors,https://www.crunchbase.com/organization/counterpart-advisors-venture-capitalist-llc,"Family Investment Office, Private Equity Firm, Venture Capital",53,15,"Manhattan Beach, California, United States","Early Stage Venture, Late Stage Venture, Seed","Counterpart Advisors is a Venture Capital, Private Equity & Consulting firm that engages in highly competitive and visible markets.","Greater Los Angeles Area, West Coast, Western US",2017-01-01,year,http://counterpartadvisors.com,https://www.linkedin.com/company/counterpart-advisors-vc/,52,,12
Global Catalyst Partners,https://www.crunchbase.com/organization/global-catalyst-partners,Venture Capital,53,12,"Redwood Shores, California, United States","Debt, Early Stage Venture, Late Stage Venture","Global Catalyst Partners is an international, multistage, technology-oriented venture capital firm.","San Francisco Bay Area, West Coast, Western US",1999-01-01,year,http://www.gc-partners.com,https://www.linkedin.com/company/global-catalyst-partners/,23,4,3
Masthead Venture Partners,https://www.crunchbase.com/organization/masthead-venture-partners,Venture Capital,53,13,"Danvers, Massachusetts, United States","Early Stage Venture, Late Stage Venture",Masthead Venture Partners invests in early-stage information technology and biotechnology companies.,"Greater Boston Area, East Coast, New England",1998-01-01,year,http://www.mvpartners.com,https://www.linkedin.com/company/masthead-venture-partners/,22,9,1
Borealis Ventures,https://www.crunchbase.com/organization/borealis-ventures,Venture Capital,53,14,"Hanover, New Hampshire, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Borealis Ventures partners with early-stage entrepreneurs to build market-defining companies in information technology and life sciences.,"East Coast, New England, Northeastern US",2002-01-01,year,http://www.borealisventures.com,http://www.linkedin.com/company/borealis-ventures,32,11,2
Accuitive Medical Ventures,https://www.crunchbase.com/organization/accuitive-medical-ventures,Venture Capital,53,13,"Duluth, Georgia, United States","Debt, Early Stage Venture, Late Stage Venture, Seed",Accuitive Medical Ventures is a Georgia-based venture capital firm that invests in early-stage medical device and technology companies.,"Greater Atlanta Area, East Coast, Southern US",2003-06-26,day,http://www.amvpartners.com,https://www.linkedin.com/company/accutive-medical-ventures,20,6,4
Pfizer,https://www.crunchbase.com/organization/pfizer,"Corporate Venture Capital, Venture Capital",52,19,"New York, New York, United States","Private Equity, Venture","Pfizer is a biopharmaceutical company that provides affordable access to safe, effective medicines and health care services.","Greater New York Area, East Coast, Northeastern US",1849-01-01,year,http://www.pfizer.com,http://www.linkedin.com/company/pfizer,46,22,16
Lumia Capital,https://www.crunchbase.com/organization/lumia-capital,Venture Capital,52,16,"San Francisco, California, United States","Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Secondary Market, Venture",Lumia is an expansion-stage VC firm partnering with US and European innovators expanding internationally for breakout growth.,"San Francisco Bay Area, West Coast, Western US",2011-01-01,year,http://lumiacapital.com,https://www.linkedin.com/company/2417031/,40,6,4
Rogue Venture Partners,https://www.crunchbase.com/organization/rogue-venture-partners,Venture Capital,52,14,"Lake Oswego, Oregon, United States","Convertible Note, Early Stage Venture, Seed, Venture",Rogue Venture Partners is a local venture capital fund investing in disruptive entrepreneurs and start-ups.,"West Coast, Western US",2010-01-01,year,http://roguevp.com,https://www.linkedin.com/company/rogue-venture-partners,41,14,
Goldman Sachs Investment Partners,https://www.crunchbase.com/organization/goldman-sachs-investment-partners,"Private Equity Firm, Venture Capital",52,21,"New York, New York, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Secondary Market, Seed",Goldman Sachs Investment Partners is an opportunistic multi-disciplinary investment team employing an intensive fundamental approach.,"Greater New York Area, East Coast, Northeastern US",2003-01-01,year,https://www.goldmansachs.com,https://www.linkedin.com/company/goldman-sachs,35,28,11
Deerfield Capital Management,https://www.crunchbase.com/organization/deerfield-management,"Private Equity Firm, Venture Capital",52,30,"Rosamond, Illinois, United States","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity",Deerfield Capital Management (DCM) is a global fixed-income investment adviser,"Great Lakes, Midwestern US",1994-01-01,year,http://www.deerfieldcapital.com,,45,15,25
Tekla Capital Management,https://www.crunchbase.com/organization/tekla-capital-management,Venture Capital,52,26,"Boston, Massachusetts, United States","Early Stage Venture, Late Stage Venture",Tekla Capital Management is an investment adviser.,"Greater Boston Area, East Coast, New England",1986-06-01,day,http://teklacap.com,https://www.linkedin.com/company/tekla-capital-management,42,6,15
Covera Ventures,https://www.crunchbase.com/organization/covera-ventures,Venture Capital,52,24,"Austin, Texas, United States","Early Stage Venture, Late Stage Venture","Covera Ventures is a venture capital firm focused on investing in early-stage technology companies with a primary focus on infrastructure,",Southern US,2009-08-01,day,http://www.coveraventures.com,https://www.linkedin.com/company/covera-ventures/,33,11,2
Founders Circle Capital,https://www.crunchbase.com/organization/founders-circle-capital,Venture Capital,52,27,"San Francisco, California, United States","Late Stage Venture, Seed, Venture",Founders Circle Capital is a growth-stage investment firm that focuses on investing in people.,"San Francisco Bay Area, West Coast, Western US",2012-04-23,day,http://www.founderscircle.com,https://www.linkedin.com/company/founders-circle-capital,43,17,9
Karlin Ventures,https://www.crunchbase.com/organization/karlin-ventures,Venture Capital,52,16,"Los Angeles, California, United States","Early Stage Venture, Seed","Karlin Ventures, a California-based early-stage venture capital fund, invests in software, e-commerce, and advertising technology companies.","Greater Los Angeles Area, West Coast, Western US",2013-01-01,year,http://www.karlinvc.com,https://www.linkedin.com/company/karlin-ventures/about/,38,5,2
Boston Scientific,https://www.crunchbase.com/organization/boston-scientific,Venture Capital,51,18,"Marlborough, Massachusetts, United States",,Boston Scientific is a global medical technology company that provides medical solutions to improve patient health.,"Greater Boston Area, East Coast, New England",1979-06-29,day,http://www.bostonscientific.com,https://www.linkedin.com/company/boston-scientific,34,18,5
AllianceBernstein,https://www.crunchbase.com/organization/alliancebernstein,"Hedge Fund, Venture Capital",51,23,"New York, New York, United States","Early Stage Venture, Late Stage Venture","AllianceBernstein is a publicly traded global asset management firm, with approximately $735 billion in assets under management at March","Greater New York Area, East Coast, Northeastern US",1967-01-01,year,http://www.alliancebernstein.com,http://www.linkedin.com/company/abglobal,39,16,11
McKesson Ventures,https://www.crunchbase.com/organization/mckesson-ventures,Venture Capital,51,12,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Venture",McKesson Ventures is a venture capital firm that invests in early and growth-stage healthcare companies.,"San Francisco Bay Area, West Coast, Western US",2014-01-01,year,https://ventures.mckesson.com,https://www.linkedin.com/company/mckesson-ventures/,37,15,3
Avant Global,https://www.crunchbase.com/organization/avant-global,"Family Investment Office, Hedge Fund, Private Equity Firm, Venture Capital",51,10,"Las Vegas, Nevada, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",Avant Global is a relationship-driven private investment firm founded in 1999 to manage assets of a single family.,Western US,1999-01-01,year,http://avantglobal.com/,https://www.linkedin.com/company/avant-global-llc/,45,1,3
KTB Ventures,https://www.crunchbase.com/organization/ktb-ventures,Venture Capital,51,14,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Venture",KTB Ventures was founded in 1981 as one of the first venture capital firms in Korea.,"San Francisco Bay Area, West Coast, Western US",1981-01-01,day,http://www.ktbvc.com,https://www.linkedin.com/company/ktb-ventures,40,13,4
Presence Capital,https://www.crunchbase.com/organization/presence-capital,Venture Capital,51,10,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Seed, Venture",Presence Capital is an investment firm that finances virtual reality and augmented reality startups.,"San Francisco Bay Area, West Coast, Western US",2015-01-01,year,http://www.presencecap.com/,https://www.linkedin.com/in/amittmahajan,44,3,
Deep Fork Capital,https://www.crunchbase.com/organization/deep-fork-capital-2,"Micro VC, Venture Capital",51,15,"San Francisco, California, United States","Early Stage Venture, Seed",Deep Fork Capital (DFC) is a $30mm seed-focused venture capital fund with presences in San Francisco and New York.,"San Francisco Bay Area, West Coast, Western US",2008-01-01,day,http://www.deepforkcapital.com,https://www.linkedin.com/company/deep-fork-capital,38,8,2
Sequel Venture Partners,https://www.crunchbase.com/organization/sequel,Venture Capital,51,18,"Boulder Creek, California, United States","Early Stage Venture, Late Stage Venture","Sequel Venture Partners, based in Boulder, Colorado, provides venture funding for early stage technology businesses.","San Francisco Bay Area, West Coast, Western US",1996-01-01,year,http://www.sequelvc.com,,31,9,3
Diamond State Ventures,https://www.crunchbase.com/organization/diamond-state-ventures,Venture Capital,51,19,"Little Rock, Arkansas, United States",,Diamond State Ventures invests in companies with operations located in Arkansas and throughout the Midwest and Southeast regions of the,Southern US,1999-01-01,year,http://new.diamondstateventures.com,https://www.linkedin.com/company/diamond-state-ventures,50,1,
Parkway Venture Capital,https://www.crunchbase.com/organization/parkway-venture-capital,Venture Capital,50,15,"New York, New York, United States","Early Stage Venture, Late Stage Venture","Parkway Venture Capital invests in Technology, Generative Design, Business Intelligence, Health Tech, Metaverse, and B2C.","Greater New York Area, East Coast, Northeastern US",2019-01-01,year,https://parkway.vc,https://www.linkedin.com/company/parkway-venture-capital-llc/,46,9,7
Sopris Capital Associates,https://www.crunchbase.com/organization/sopris-capital,"Private Equity Firm, Venture Capital",50,19,"Denver, Colorado, United States","Early Stage Venture, Post-Ipo, Venture","Sopris Capital Associates, a U.S.-based investment firm, offers growth capital to healthcare and technology-enabled B2B service businesses.","Greater Denver Area, Western US",2002-01-01,year,http://sopriscapital.com,https://www.linkedin.com/company/sopris-capital,47,30,2
Irving Investors,https://www.crunchbase.com/organization/irving-investors,"Private Equity Firm, Venture Capital",50,19,"Denver, Colorado, United States","Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",Irving Investors focuses on disruptive technology and high growth opportunities.,"Greater Denver Area, Western US",2009-01-01,year,http://irvinginvestors.com/,https://www.linkedin.com/company/irving-investors,46,4,18
Spring Mountain Capital,https://www.crunchbase.com/organization/spring-mountain-capital,"Private Equity Firm, Venture Capital",50,15,"New York, New York, United States","Late Stage Venture, Venture",Spring Mountain Capital invests in enterprise technology and healthcare companies across North America,"Greater New York Area, East Coast, Northeastern US",2001-01-01,year,https://smcgrowthcapital.com/,http://linkedin.com/company/smcgrowth,35,29,2
