Funding ID,Organization Name,Funding Type,Money Raised,Announced Date,Lead Investors,Number of Investors,Investor Names,Company ID
001740,Belyntic,Grant,220000.0,2018-05-01,EXIST,1.0,['EXIST'],000374
001741,Beovita Vital,Seed,,2018-01-01,seed + speed Ventures,1.0,['seed + speed Ventures'],000377
001742,Berlin Space Consortium,Grant,71429.0,2018-08-01,,1.0,['EASME'],000379
001743,Bitbond,Venture - Series Unknown,1600000.0,2018-09-20,Sekip Can Gokalp,3.0,"['Hevella Capital', 'Point Nine', 'Sekip Can Gokalp']",000000
001744,Blacklane,Series D,40000000.0,2018-01-24,Al Fahim Group,3.0,"['Al Fahim Group', 'b2venture', 'Mercedes-Benz Group AG']",000000
001745,Blindfeed,Seed,,2018-06-01,,1.0,['Fly Ventures'],000000
001746,Blinkist,Series C,18800000.0,2018-06-20,Insight Partners,5.0,"['Greycroft', 'Headline', 'IBB Ventures', 'Insight Partners', 'Ulf Stahrenberg']",000000
001747,Bliq,Pre-Seed,1100000.0,2018-09-15,Atlantic Labs,3.0,"['Angel Invest', 'Atlantic Labs', 'Christian Dahlen']",000388
001748,Blok-Z,Pre-Seed,,2018-06-15,Growth Circuit,1.0,['Growth Circuit'],000390
001749,BOCAhealthcare GmbH,Angel,20000.0,2018-09-05,,,[''],000391
001750,bonify,Series B,,2018-11-14,Mouro Capital,4.0,"['DN Capital', 'Mosaic Ventures', 'Mouro Capital', 'Ribbit Capital']",000393
001751,bookingkit,Series B,,2018-02-26,Robert André Kabs,2.0,"['Müller Medien', 'Robert André Kabs']",000000
001752,BOOST Thyroid,Seed,320000.0,2018-08-09,,6.0,"['Christian Jantzen', 'German Federal Ministry of Education and Research', 'Hampus Jakobsson', 'Simon Josefsson', 'Sophia Bendz', 'Wave Ventures']",000395
001753,BOOST Thyroid,Convertible Note,35000.0,2018-01-04,,,[''],000395
001754,BOOST Thyroid,Seed,50000.0,2018-11-19,Horizon 2020,1.0,['Horizon 2020'],000395
001755,BOOST Thyroid,Seed,30000.0,2018-03-27,Fast Track Malmo,1.0,['Fast Track Malmo'],000395
001756,box-to-box,Pre-Seed,,2018-04-01,APX,1.0,['APX'],000397
001757,box-to-box,Pre-Seed,,2018-07-01,,1.0,['Thomas Dadashi'],000397
001758,Breakthrough,Pre-Seed,,2018-03-01,Atlantic Labs,1.0,['Atlantic Labs'],000399
001759,brighter AI,Angel,,2018-04-01,,1.0,['Thorsten Grenz'],000400
001760,brighter AI,Grant,500000.0,2018-04-24,,1.0,['IBB Ventures'],000400
001761,BRYTER,Seed,1000000.0,2018-08-01,Cavalry Ventures,1.0,['Cavalry Ventures'],000401
001762,Buckle & Seam,Seed,,2018-01-01,ProSiebenSat.1 Accelerator,1.0,['ProSiebenSat.1 Accelerator'],000402
001763,Buena,Seed,,2018-11-02,,1.0,['Stefan Muehlemann'],000403
001764,Bullet Global GmbH,Pre-Seed,,2018-07-19,b10 | Venture Capital,3.0,"['b10 | Venture Capital', 'Florian Huber', 'Sebastian Diemer']",000000
001765,Buying Show,Seed,790000.0,2018-04-05,,,[''],000404
001766,Cagliostro,Pre-Seed,30000.0,2018-11-05,Shoppi Ventures,1.0,['Shoppi Ventures'],000408
001767,Camunda,Series A,25000000.0,2018-12-05,Highland Europe,1.0,['Highland Europe'],000000
001768,CANDIS,Series A,,2018-09-25,Lightspeed Venture Partners,5.0,"['42CAP', 'Fly Ventures', 'Lightspeed Venture Partners', 'Point Nine', 'Speedinvest']",000409
001769,Careship,Series B,6000000.0,2018-04-05,Creandum,5.0,"['Ananda Impact Ventures', 'Atlantic Labs', 'Axel Springer Plug and Play Accelerator', 'Creandum', 'Spark Capital']",000413
001770,cargo.one,Seed,3200000.0,2018-12-05,"Creandum, Point Nine",3.0,"['Creandum', 'Lufthansa Cargo', 'Point Nine']",000414
001771,CARL,Seed,1000000.0,2018-06-06,Saarbruecker 21,4.0,"['German Ventures', 'Karl-Heinz Flother', 'Saarbruecker 21', 'Thomas Noth']",000415
001772,Caroobi,Series B,20000000.0,2018-06-06,NGP Capital,6.0,"['BMW i Ventures', 'Cavalry Ventures', 'Cherry Ventures', 'DN Capital', 'NGP Capital', 'Target Global']",000417
001773,charly,Seed,2500000.0,2018-06-05,,4.0,"['Daniel Schütt', 'Michael Brehm', 'Stefan Peukert', 'Thomas Baum']",000424
001774,Choco,Seed,,2018-03-01,Atlantic Labs,2.0,"['Atlantic Labs', 'Christian Edler']",000427
001775,CITKAR,Seed,,2018-08-20,,1.0,['TEC Ventures'],000430
001776,Civey,Series A,4000000.0,2018-05-30,,,[''],000431
001777,Civocracy,Pre-Seed,,2018-06-01,,1.0,['Impact51'],000432
001778,Clean Energy Global,Pre-Seed,175000.0,2018-08-15,,,[''],000433
001779,Clevver,Angel,1000000.0,2018-05-01,,6.0,"['Andreas Perreiter', 'Catalpa Ventures Family Office', 'CIMEDO', 'Dr. Cornelius Boersch', 'HOWZAT Partners', 'Volker Rofalski']",000000
001780,Clevver,Pre-Seed,,2018-07-19,,,[''],000000
001781,ClickClickDrive,Angel,1000000.0,2018-11-11,Thomassin Emmanuel,4.0,"['Dr. Burkhard Schwenker', 'Jonathan Green', 'Stefan Glänzer', 'Thomassin Emmanuel']",000434
001782,CoachHub,Seed,2000000.0,2018-11-12,Speedinvest,4.0,"['Angel Invest', 'Carcharodon Capital', 'JVH Ventures', 'Speedinvest']",000440
001783,CodersFirst,Seed,125000.0,2018-04-09,,,[''],000000
001784,Comatch,Series B,8000000.0,2018-04-05,Acton Capital,4.0,"['Acton Capital', 'Atlantic Labs', 'b2venture', 'FJ Labs']",000000
001785,Contentbird,Venture - Series Unknown,2000000.0,2018-02-05,,3.0,"['ALSTIN Family GmbH', 'HTGF | High-Tech Gruenderfonds', 'Martin Sinner']",000000
001786,Contentflow,Seed,2000000.0,2018-10-29,,4.0,"['AET Fund', 'Betaworks', 'Speedinvest', 'VC Fonds Technologie Berlin']",000452
001787,Contentful,Series D,33500000.0,2018-12-05,Sapphire Ventures,7.0,"['Balderton Capital', 'Benchmark', 'General Catalyst', 'Hercules Capital', 'OMERS Ventures', 'Salesforce Ventures', 'Sapphire Ventures']",000000
001788,Core Network Dynamics,Grant,71429.0,2018-06-01,,1.0,['EASME'],000000
001789,Covert Science,Grant,14700.0,2018-04-19,,1.0,['Investitionsbank Berlin'],000460
001790,Covert Science,Grant,3000.0,2018-01-26,,1.0,['Investitionsbank Berlin'],000460
001791,Coya,Series A,30000000.0,2018-06-04,Valar Ventures,3.0,"['Headline', 'La Famiglia', 'Valar Ventures']",000461
001792,CrossLend,Series B,14000000.0,2018-09-06,"ABN AMRO Ventures, Earlybird Venture Capital",4.0,"['ABN AMRO Ventures', 'Earlybird Venture Capital', 'Lakestar', 'The Luxembourg Future Fund']",000000
001793,Cryptlatteral,Seed,50000.0,2018-07-01,,,[''],000000
001794,CyberDirekt,Pre-Seed,1200000.0,2018-04-12,,1.0,['Berlin Technologie Holding'],000465
001795,CYCLE,Pre-Seed,25000.0,2018-11-05,,1.0,['APX'],000466
001796,Dandelin,Seed,100000.0,2018-07-05,,,[''],000467
001797,Datarade,Pre-Seed,50000.0,2018-11-09,Hasso Plattner Institute,1.0,['Hasso Plattner Institute'],000468
001798,Datarade,Pre-Seed,120000.0,2018-09-13,"SAP.iO, Techstars",2.0,"['SAP.iO', 'Techstars']",000468
001799,deineStudienfinanzierung,Angel,,2018-10-08,,9.0,"['André M. Bajorat', 'Christian Gaiser', 'Kelly Ford', 'Kiana Mardi', 'Lucas Cranach', 'Oliver Hehl', 'Oliver Roskopf', 'Philipp Kloeckner', 'Roland Grenke']",000478
001800,Design Offices,Private Equity,60000000.0,2018-05-22,,1.0,['EMH Partners'],000000
001801,Deutsche Fintech Solutions GmbH,Venture - Series Unknown,,2018-04-01,,2.0,"['Deutsche Vermögensberatung AG', 'finleap']",000482
001802,DiaMonTech AG,Seed,5000000.0,2018-09-04,,3.0,"['IBB Ventures', 'Jindong Capital Investment', 'Macnica']",000484
001803,digitty.io,Pre-Seed,100000.0,2018-10-01,,,[''],000485
001804,DiscoEat,Seed,,2018-08-15,,2.0,"['Florian Leibert', 'Global Founders Capital']",000487
001805,DIZZBO,Pre-Seed,,2018-01-01,,,[''],000490
001806,doctorly,Angel,,2018-01-01,The Delta,2.0,"['Sascha Gartenbach', 'The Delta']",000491
001807,Dogo GmbH,Pre-Seed,25000.0,2018-10-01,APX,1.0,['APX'],000492
001808,door2door,Series A,11500000.0,2018-12-20,,,[''],000000
001809,Earlybird Venture Capital,Venture - Series Unknown,18000000.0,2018-07-04,Molten Ventures,1.0,['Molten Ventures'],000000
001810,ebuero,Private Equity,,2018-12-06,Bregal Unternehmerkapital,1.0,['Bregal Unternehmerkapital'],000000
001811,eClear,Seed,5000000.0,2018-12-01,,,[''],000497
001812,Ecoligo,Seed,1000000.0,2018-11-16,,,[''],000498
001813,ecoworks,Pre-Seed,750000.0,2018-11-01,,,[''],000499
001814,Edamama,Angel,250000.0,2018-07-01,,,[''],000500
001815,Eduki,Series A,,2018-06-13,CHECK24 Ventures,1.0,['CHECK24 Ventures'],000502
001816,Elanix Biotechnologies,Post-IPO Equity,2500000.0,2018-04-30,,,[''],000000
001817,ELEMENT Insurance,Series A,23500000.0,2018-11-29,,4.0,"['Alma Mundi Ventures', 'Engel & Völkers Capital AG', 'SBI Insurance Group', 'SBI Investment']",000504
001818,emmy,Series B,,2018-05-01,BonVenture,1.0,['BonVenture'],000510
001819,Enapter,Seed,4000000.0,2018-01-12,,1.0,['Ragnar Kruse'],000511
001820,Endel,Seed,1050000.0,2018-09-27,Amazon Alexa Fund,5.0,"['Amazon Alexa Fund', 'Avex USA', 'Kima Ventures', 'Plus Eight Equity Fund LP', 'Powerhouse Capital']",000512
001821,Endel,Seed,,2018-02-05,,3.0,"['Impulse VC', 'Techstars', 'Techstars Ventures']",000512
001822,Endel,Seed,,2018-08-27,,1.0,['Avex USA'],000512
001823,Energy Web Foundation,Seed,,2018-07-15,,1.0,['Blackhorn Ventures'],000000
001824,Enote,Seed,4000000.0,2018-10-01,Rudolf Fuchs Kapitalanlagegesellschaft,1.0,['Rudolf Fuchs Kapitalanlagegesellschaft'],000515
001825,Enpal,Seed,,2018-07-20,Picus Capital,1.0,['Picus Capital'],000516
001826,Evercity,Pre-Seed,500000.0,2018-06-20,,,[''],000523
001827,Everphone,Series A,4375000.0,2018-12-05,ApolloCapital,2.0,"['Angel Invest', 'ApolloCapital']",000525
001828,Expertlead,Seed,,2018-01-01,,2.0,"['10x Value Partners', 'Rocket Internet']",000531
001829,EyeEm,Private Equity,,2018-05-01,,1.0,['Cipio Partners'],000000
001830,Factory Berlin,Venture - Series Unknown,,2018-11-12,RAG-Stiftung,1.0,['RAG-Stiftung'],000000
001831,Factorymarket,Seed,,2018-04-10,,1.0,['Mangrove Capital Partners'],000000
001832,Factorymarket,Series A,,2018-06-25,,1.0,['La Famiglia'],000000
001833,Feather,Pre-Seed,100000.0,2018-07-07,Entrepreneur First,1.0,['Entrepreneur First'],000541
001834,femtasy,Pre-Seed,310000.0,2018-01-01,,2.0,"['Myke Naf', 'Thomas Bachem']",000544
001835,FinCompare - Smarter Business Finance,Series A,10000000.0,2018-06-04,ING Ventures,3.0,"['ING Ventures', 'Speedinvest', 'UNIQA Ventures']",000549
001836,finleap,Venture - Series Unknown,41500000.0,2018-11-19,Ping An Global Voyager,2.0,"['MS&AD Ventures', 'Ping An Global Voyager']",000000
001837,Flank,Pre-Seed,,2018-10-25,,,[''],000554
001838,Flow Lab,Pre-Seed,25000.0,2018-03-01,APX,1.0,['APX'],000556
001839,Flux Market,Pre-Seed,,2018-03-01,,,[''],000558
001840,Foodspring,Venture - Series Unknown,22000000.0,2018-03-21,Fonterra Co-operative Group,3.0,"['b2venture', 'Fonterra Co-operative Group', 'Ringier Digital Ventures']",000000
001841,Foreverly,Convertible Note,,2018-04-25,,1.0,['GoBeyond'],000565
001842,Formo,Pre-Seed,,2018-05-14,,1.0,['Magnetic Capital'],000567
001843,Fractal,Seed,,2018-08-31,Future Energy Ventures,2.0,"['coparion', 'Future Energy Ventures']",000570
001844,Frameright,Grant,30000.0,2018-11-13,,,[''],000573
001845,Frameright,Pre-Seed,25000.0,2018-07-01,Next Media Accelerator,1.0,['Next Media Accelerator'],000573
001846,Fraugster,Series B,14000000.0,2018-11-07,CommerzVentures,6.0,"['CommerzVentures', 'EarlyBird', 'Munich Re Ventures', 'Rancilio Cube Sicaf', 'Seedcamp', 'Speedinvest']",000000
001847,Frontier Car Group,Series B,41000000.0,2018-03-29,"Balderton Capital, TPG Growth",10.0,"['Autotech Ventures', 'Balderton Capital', 'Concentric', 'EchoVC Partners', 'FM Capital', 'Golden Palm Investments', 'Manta Ray Ventures', 'Perpetual Investors', 'TPG Growth', 'VentureSouq']",000000
001848,Frontier Car Group,Series C,89000000.0,2018-05-24,Prosus & Naspers,2.0,"['OLX Group', 'Prosus & Naspers']",000000
001849,Garden,Seed,1080000.0,2018-08-14,Fly Ventures,2.0,"['Fly Ventures', 'Samsung NEXT’s Q Fund']",000587
001850,Gardoré,Pre-Seed,,2018-12-23,,3.0,"['Antler', 'BLN Capital', 'Janosch Kühn']",000000
001851,gebraucht.de,Convertible Note,,2018-09-27,Castel Capital,2.0,"['Castel Capital', 'Kai Hansen']",000000
001852,German Autolabs,Seed,,2018-05-15,,2.0,"['GoBeyond', 'Penny Schiffer']",000590
001853,German Startups Group,Post-IPO Equity,,2018-02-22,Obotritia Capital,1.0,['Obotritia Capital'],000000
001854,Gesundheit!,Seed,,2018-01-01,,1.0,['Mesh Ventures'],000000
001855,GETAWAY,Seed,,2018-04-15,,,[''],000592
001856,Grover,Series A,12000000.0,2018-07-30,Circularity Capital,8.0,"['Chromo Invest', 'Circularity Capital', 'Commerzbank', 'coparion', 'David Rosskamp', 'Samsung NEXT', 'Target Global', 'Varengold Bank']",000608
001857,Habitalix,Seed,950000.0,2018-05-15,,2.0,"['Plutos Group', 'Speedinvest']",000612
001858,Habyt,Series A,2000000.0,2018-12-20,P101,1.0,['P101'],000613
001859,HeavenHR,Series B,10000000.0,2018-12-10,,3.0,"['Allianz X', 'Piton Capital', 'Target Global']",000619
001860,HENDT,Private Equity,1000.0,2018-01-01,,,[''],000625
001861,Henisaja,Seed,,2018-07-23,Startupbootcamp,2.0,"['Startupbootcamp', 'Startupbootcamp Digital Health Berlin']",000626
001862,Herdius,Seed,201000.0,2018-04-04,KR1,1.0,['KR1'],000628
001863,HIGH MOBILITY,Venture - Series Unknown,3000000.0,2018-07-03,"Fabian von Kuenheim, IBB Ventures",2.0,"['Fabian von Kuenheim', 'IBB Ventures']",000000
001864,Highsnobiety,Series A,,2018-08-31,,2.0,"['CASSIUS', 'Reimann Investors']",000000
001865,Highsnobiety,Venture - Series Unknown,8500000.0,2018-01-19,Felix Capital,2.0,"['Felix Capital', 'Sebastian Picardo']",000000
001866,Homebell,Venture - Series Unknown,11000000.0,2018-01-26,SevenVentures,7.0,"['AXA Group', 'Global Founders Capital', 'Helvetia Venture Fund', 'Index Ventures', 'Kompass Digital', 'Lakestar', 'SevenVentures']",000635
001867,Homeday,Series B,20000000.0,2018-10-15,"Axel Springer, Project A Ventures, PurpleBricks",3.0,"['Axel Springer', 'Project A Ventures', 'PurpleBricks']",000637
001868,HomeToGo,Venture - Series Unknown,150000000.0,2018-12-06,Insight Partners,6.0,"['Acton Capital', 'DN Capital', 'Global Founders Capital', 'Insight Partners', 'Lakestar', 'Princeville Capital']",000000
001869,Honest Food,Seed,2150000.0,2018-06-09,,,[''],000640
001870,Honeypot,Series A,,2018-06-30,,1.0,['H.I. Capital'],000641
001871,Horizn Studios,Series A,14700000.0,2018-01-18,,5.0,"['Monkfish Equity', 'Perpetual Ventures', 'Project A Ventures', 'U-Start', 'Vorwerk Ventures']",000642
001872,HotelFriend,Series A,6000000.0,2018-04-01,,,[''],000643
001873,Hotelhero,Pre-Seed,120000.0,2018-10-08,,3.0,"['LeadX Capital Partners', 'METRO Xcel', 'Techstars']",000644
001874,Hrmony,Venture - Series Unknown,,2018-03-08,,3.0,"['Dr. Max Iann Invest', 'IBB Ventures', 'MGO Digital Ventures']",000645
001875,HUG A PET,Pre-Seed,,2018-09-17,,1.0,['Loyal VC'],000647
001876,Humanoo,Series A,4472706.0,2018-06-12,"Creathor Ventures, DvH Ventures",3.0,"['Creathor Ventures', 'DvH Ventures', 'Rheingau Founders']",000649
001877,hundred,Pre-Seed,,2018-02-02,,,[''],000650
001878,Huuuge Games,Series C,,2018-03-01,,1.0,['Elad Kushnir'],000000
001879,Hygraph,Seed,1000000.0,2018-07-03,SquareOne Venture Capital,2.0,"['Richmond View Ventures', 'SquareOne Venture Capital']",000652
001880,Hypatos,Seed,3200000.0,2018-12-01,,3.0,"['Berliner Volksbank Ventures', 'DvH Ventures', 'Redstone.VC']",000653
001881,hypcloud,Pre-Seed,120000.0,2018-08-20,Y Combinator,1.0,['Y Combinator'],000654
001882,i2x,Seed,5000000.0,2018-02-26,HV Capital,2.0,"['b2venture', 'HV Capital']",000655
001883,IDAGIO,Venture - Series Unknown,10000000.0,2018-09-26,,,[''],000656
001884,iFunded,Series A,4000000.0,2018-09-25,Evan Group,6.0,"['32nd Floor', 'Creathor Ventures', 'Evan Group', 'Michael Stephan', 'Torsten Pfeifer', 'Treuenburg Group']",000658
001885,Infarm,Series A,25000000.0,2018-02-05,Balderton Capital,7.0,"['Balderton Capital', 'Cherry Ventures', 'LocalGlobe', 'Mons Investment', 'Quadia', 'Star Farm Ventures', 'TriplePoint Capital']",000000
001886,Infarm,Grant,2000000.0,2018-02-04,Horizon 2020,1.0,['Horizon 2020'],000000
001887,Infinitec Solutions,Seed,,2018-02-15,,1.0,['finleap'],000000
001888,Influanza,Seed,65000.0,2018-07-01,,,[''],000661
001889,INHUBBER,Pre-Seed,140000.0,2018-04-01,,1.0,['EXIST'],000000
001890,INPERA,Seed,,2018-09-18,PT1,1.0,['PT1'],000665
001891,Inspirient,Grant,378853.0,2018-07-27,Federal Ministry of Transport and Digital Infrastructure,1.0,['Federal Ministry of Transport and Digital Infrastructure'],000669
001892,Inuru,Seed,315000.0,2018-01-22,Techstars,1.0,['Techstars'],000673
001893,Invincible Brands,Venture - Series Unknown,,2018-01-15,,2.0,"['Capital D', 'French Partners']",000675
001894,INZMO,Seed,3300000.0,2018-07-11,Helvetia Venture Fund,1.0,['Helvetia Venture Fund'],000676
001895,IPlytics,Venture - Series Unknown,,2018-02-01,Data Pitch,1.0,['Data Pitch'],000000
001896,Janus Genomics,Seed,100000.0,2018-06-01,,1.0,['Entrepreneur First'],000000
001897,jobpal,Convertible Note,,2018-12-15,,1.0,['Unifier Ventures'],000680
001898,JobUFO,Seed,2000000.0,2018-10-16,"Hevella Capital, IBB Ventures",2.0,"['Hevella Capital', 'IBB Ventures']",000681
001899,Justsnap,Seed,,2018-01-01,,1.0,['LeadX Capital Partners'],000685
001900,Karl Karlo,Pre-Seed,,2018-01-01,,1.0,['Robert Tech'],000687
001901,KDE e.V.,Grant,200000.0,2018-02-19,Pineapple Fund,1.0,['Pineapple Fund'],000000
001902,Keatz,Series A,6000000.0,2018-05-21,"K Fund, Project A Ventures",2.0,"['K Fund', 'Project A Ventures']",000690
001903,Keyword Hero,Seed,100000.0,2018-01-24,,1.0,['SkyDeck Berkeley'],000697
001904,Klang Games,Venture - Series Unknown,5000000.0,2018-03-19,Makers Fund,8.0,"['Firstminute Capital', 'Greylock', 'LVP', 'Makers Fund', 'Mosaic Ventures', 'Neoteny', 'Novator', 'Riot Games']",000000
001905,Klang Games,Series A,8950000.0,2018-07-16,Northzone,4.0,"['Firstminute Capital', 'Makers Fund', 'Northzone', 'Novator']",000000
001906,Klazz,Pre-Seed,800000.0,2018-10-11,,1.0,['Innuvik Ventures'],000000
001907,Konetik,Grant,71429.0,2018-11-01,,1.0,['EASME'],000000
001908,Kontist,Series A,8500000.0,2018-10-02,Haufe-Lexware,2.0,"['Founders', 'Haufe-Lexware']",000706
001909,Koop,Seed,,2018-05-16,,1.0,['NCA'],000708
001910,KoRo,Seed,200000.0,2018-01-01,,,[''],000000
001911,Lana Labs,Seed,,2018-01-30,Capnamic Ventures,3.0,"['Capnamic Ventures', 'Neosfer', 'WestTech Ventures']",000000
001912,LemonOne,Seed,,2018-03-15,redalpine,1.0,['redalpine'],000726
001913,LemonOne,Pre-Seed,,2018-03-01,,1.0,['Louis Pfitzner'],000726
001914,Lendis,Pre-Seed,,2018-07-01,Picus Capital,1.0,['Picus Capital'],000727
001915,Lesara,Series D,30000000.0,2018-07-11,,2.0,"['Mangrove Capital Partners', 'Vorwerk Ventures']",000000
001916,LexaTexer,Seed,,2018-03-29,Plug and Play Insurtech,2.0,"['Data Pitch', 'Plug and Play Insurtech']",000729
001917,Lindera GmbH,Pre-Seed,,2018-01-01,Rheingau Founders,1.0,['Rheingau Founders'],000732
001918,Linearity,Pre-Seed,,2018-03-23,,,[''],000733
001919,Lingoda,Series A,300000.0,2018-06-01,Grazia Equity,1.0,['Grazia Equity'],000000
001920,Lingoda,Series A,1800000.0,2018-02-01,Grazia Equity,1.0,['Grazia Equity'],000000
001921,LIQID Investments,Series C,33000000.0,2018-09-25,Toscafund Asset Management,5.0,"['Berliner Volksbank Ventures', 'DvH Ventures', 'HQ Trust', 'Project A Ventures', 'Toscafund Asset Management']",000735
001922,Lition Energie,Pre-Seed,450000.0,2018-11-01,,,[''],000737
001923,Locafox,Venture - Series Unknown,,2018-04-16,2 Welten Investment,1.0,['2 Welten Investment'],000000
001924,Loopline Systems,Venture - Series Unknown,,2018-08-09,"Fawkes Ventures, STS Ventures",2.0,"['Fawkes Ventures', 'STS Ventures']",000000
001925,loots,Seed,,2018-04-18,,3.0,"['HV Capital', 'InReach Ventures', 'Klaas Kersting']",000740
001926,LOST iN,Seed,,2018-12-01,bmp Ventures,1.0,['bmp Ventures'],000000
001927,Lumenaza,Series A,2500000.0,2018-08-07,E.ON,3.0,"['E.ON', 'EnBW New Ventures', 'IBB Ventures']",000000
001928,Maphi,Seed,,2018-01-01,,1.0,['VentureVilla Accelerator'],000000
001929,Mapify,Seed,1000000.0,2018-10-09,"Atlantic Labs, Haus Capital",7.0,"['Atlantic Labs', 'ennea capital partners', 'Haus Capital', 'Lucas Cranach', 'MairDumont Ventures', 'Niv Dror', 'Roland Grenke']",000752
001930,Mapify,Pre-Seed,300000.0,2018-03-07,,,[''],000752
001931,MATCHBASE,Grant,72000.0,2018-07-01,,1.0,['European Social Fund (ESF)'],000754
001932,MatchX,Series A,2000000.0,2018-02-04,,,[''],000755
001933,MATE,Seed,1000000.0,2018-01-01,,2.0,"['IBB Ventures', 'seed + speed Ventures']",000756
001934,Media4Care,Venture - Series Unknown,,2018-04-11,IBB Ventures,1.0,['IBB Ventures'],000000
001935,Medici Living Group,Venture - Series Unknown,1000000000.0,2018-12-11,CORESTATE Capital Group,1.0,['CORESTATE Capital Group'],000000
001936,Meditopia,Seed,480000.0,2018-01-05,,6.0,"['Alper Akcan', 'Ebru Dorman', 'Sinan Güler', 'StartersHub', 'Teknasyon', 'Yigit Ihlamur']",000765
001937,Medlanes,Series A,,2018-03-21,Heartbeat Labs,1.0,['Heartbeat Labs'],000000
001938,Medwing,Series A,,2018-12-01,Northzone,5.0,"['Adevinta Ventures', 'Atlantic Labs', 'Cherry Ventures', 'Northzone', 'Sebastian Pollok']",000767
001939,Menutech,Grant,50000.0,2018-08-01,,1.0,['EASME'],000774
001940,Menutech,Pre-Seed,225000.0,2018-01-01,,1.0,['igel.tech'],000774
001941,Merantix Capital,Seed,10000000.0,2018-07-31,Linden Capital,3.0,"['Gentian Investments', 'June Fund', 'Linden Capital']",000775
001942,METR,Seed,,2018-10-01,,,[''],000779
001943,Mia & Ben,Grant,1000000.0,2018-09-01,,,[''],000000
001944,Mia & Ben,Seed,650000.0,2018-07-01,,,[''],000000
001945,Micropsi Industries,Series A,6080000.0,2018-10-30,Project A Ventures,4.0,"['Business Angels Club Berlin-Brandenburg e.V.', 'coparion', 'Project A Ventures', 'Vito Ventures']",000000
001946,MieterEngel GmbH,Venture - Series Unknown,,2018-05-01,Lekker Energie,1.0,['Lekker Energie'],000780
001947,Mika,Pre-Seed,,2018-03-28,,1.0,['Mücke Roth & Company'],000782
